ID,smoking
4190,no
15909,yes
54304,no
22530,yes
39153,no
4344,no
44971,no
20492,yes
27037,yes
25216,yes
47411,no
48178,no
46188,yes
14273,yes
1083,no
12835,yes
17647,yes
49828,no
53792,yes
51961,no
55446,no
44101,no
41664,no
37307,no
42485,no
12004,yes
8471,no
14908,no
54589,yes
47311,yes
16630,no
40911,yes
20944,yes
27197,no
8995,yes
34635,no
1833,no
45816,yes
50173,yes
34192,no
7645,no
9519,yes
45573,no
13294,no
21521,no
15969,no
38341,no
9628,no
11992,no
43680,yes
50624,no
36374,yes
11010,no
4924,no
9329,yes
12313,no
49043,yes
10198,no
825,no
13242,yes
11334,yes
45007,yes
51345,no
19936,no
24484,no
46935,yes
28817,no
1634,no
12584,no
40800,no
15756,no
40566,no
5466,no
52314,yes
13296,no
36370,yes
40405,yes
13975,no
19007,no
24181,no
45200,no
30410,no
30267,yes
2561,no
39218,no
49367,yes
37561,no
16312,no
45672,yes
48460,no
49057,no
21654,no
27002,yes
6283,yes
18838,no
10230,yes
39280,no
40842,no
2314,no
10245,yes
1332,no
2019,yes
46236,yes
41466,no
40560,yes
48987,no
47604,no
54061,yes
38290,no
49275,yes
27217,no
25225,no
44098,yes
14757,no
43522,no
34700,no
33392,no
18609,no
32945,yes
15829,yes
14319,yes
41842,no
33091,no
4200,yes
38230,no
740,no
30378,yes
32349,yes
15283,no
12543,no
417,yes
43885,no
34934,no
14536,no
4188,yes
45462,no
16576,yes
46519,no
50760,yes
46073,no
51993,yes
30177,no
17777,no
4364,no
44915,no
15270,no
44118,no
27879,no
37753,no
26578,no
16901,no
38215,no
37396,no
9413,no
45984,no
46768,no
12474,no
4401,yes
27082,no
16100,no
7166,yes
9130,yes
30353,no
47145,no
54603,no
10675,no
26001,yes
9900,no
22396,no
43155,yes
24726,no
12898,no
46670,yes
33720,yes
47543,yes
14014,no
23101,yes
10507,no
54226,yes
18883,yes
27896,no
50228,no
33250,yes
37730,no
9536,no
43366,yes
46482,yes
40062,no
48080,no
18432,yes
32970,no
45518,yes
27548,yes
33680,yes
15235,yes
14857,no
48626,no
5626,no
43998,no
51560,yes
31784,no
9871,no
50268,no
10988,no
40281,no
32365,no
41079,yes
52985,no
49512,yes
23619,no
6406,yes
41732,yes
47347,yes
42778,no
55331,no
7112,yes
39811,no
13412,yes
45841,no
50745,yes
2792,yes
4690,no
13001,no
28880,yes
24753,no
24150,no
17398,yes
35205,no
45371,yes
965,no
26547,no
8955,no
51044,yes
42618,yes
1458,no
33189,no
25825,yes
53672,no
49577,yes
9857,no
47668,yes
48256,yes
33884,no
14266,no
12973,no
9143,no
265,no
8395,no
46440,yes
40191,yes
28884,yes
15503,no
28247,yes
19656,no
54123,yes
41163,no
3540,no
43191,no
31051,no
31827,no
52896,no
44355,no
50893,no
2182,yes
44635,no
37572,no
24820,yes
31310,yes
27972,no
1503,no
24981,yes
40631,yes
25820,no
16052,yes
51973,no
4073,no
25801,yes
31882,yes
43351,no
47515,no
14372,yes
23935,no
22481,no
3684,no
42359,yes
21704,no
25476,yes
14213,no
43135,yes
51508,no
47372,no
43610,no
12873,no
737,no
32517,yes
24455,no
5973,no
39542,no
1131,no
39186,yes
53239,no
31114,yes
35868,yes
19679,no
50975,yes
19314,yes
49475,no
42446,no
19396,yes
38387,yes
6801,yes
53017,yes
38744,no
50529,yes
52853,no
20920,no
30207,no
42406,no
49983,no
37150,no
10240,yes
3964,yes
51589,yes
5292,yes
53065,yes
15801,yes
19915,no
34121,no
27988,yes
24713,no
34327,no
22901,no
51100,no
36196,yes
43572,no
21011,yes
3295,yes
50071,no
44132,no
46185,no
6051,yes
22329,yes
40994,no
5947,yes
36489,no
43718,no
51691,no
18298,yes
1613,no
16360,no
7198,no
34115,no
28130,yes
37573,yes
22247,yes
1987,yes
20273,no
42451,no
40684,no
46272,no
28869,no
23953,no
24118,no
37814,yes
40314,no
47239,yes
48665,no
12042,yes
10932,no
51960,no
17604,yes
20150,no
49178,yes
12056,no
49529,no
8623,no
5767,no
1836,no
22087,no
19285,yes
22849,no
34028,no
15330,no
911,no
12980,no
1698,no
21200,no
24790,yes
4674,no
8463,no
22202,no
6067,no
2241,yes
18032,yes
40306,yes
46436,yes
36160,yes
48937,yes
14470,no
50911,no
2332,no
7807,no
13633,no
48961,yes
18100,no
31756,yes
52416,yes
40633,no
27892,no
41045,no
2303,yes
49212,yes
9030,no
30797,yes
8591,no
42179,yes
48915,no
5475,yes
49189,yes
21077,no
16636,no
40482,no
32264,yes
21676,yes
28536,no
39247,no
8358,no
36983,yes
31973,no
27103,no
42417,no
50023,no
18985,no
21778,no
34786,yes
5547,yes
14842,yes
21069,no
36699,yes
48126,no
31962,no
53818,yes
17657,no
48652,no
11505,no
14576,no
8731,no
15059,no
50129,no
16492,yes
34236,no
42745,no
22238,yes
517,no
35179,no
33256,no
7469,yes
52101,no
22354,no
49472,no
48945,yes
19594,yes
39145,yes
33356,yes
52336,yes
19808,no
46604,no
31879,no
12960,no
31089,no
1554,no
33194,no
27108,yes
34832,no
19262,yes
43460,no
42021,yes
54233,no
35007,no
22075,no
15781,no
7519,yes
41066,no
36887,no
37241,no
19153,yes
42172,no
3358,yes
14983,no
15051,no
23706,no
11057,yes
9781,no
20530,no
42793,no
30390,yes
11987,yes
16006,no
34293,no
14127,yes
14838,no
1014,no
53481,yes
46481,no
52858,yes
17511,no
161,yes
41340,no
33591,yes
49196,no
16496,no
12057,no
24936,yes
43223,yes
10328,no
41277,yes
10203,yes
30690,yes
13790,no
35957,no
21091,yes
7551,no
4283,yes
2452,yes
19364,yes
3945,no
22807,no
2392,no
13342,no
21671,no
27639,yes
10603,yes
1117,yes
12017,no
11153,yes
51663,yes
36670,no
26255,no
31649,no
12453,no
31470,no
33958,no
51130,yes
45555,no
11949,no
25952,no
30590,yes
15912,no
23909,no
24491,no
16282,yes
13317,yes
28263,yes
12895,yes
15409,yes
33377,no
33892,no
39173,no
21280,no
9601,yes
10341,no
6369,yes
53205,no
48651,no
10471,no
4044,yes
10961,no
30669,no
18830,yes
18302,no
9598,no
17699,no
48096,yes
19338,no
29465,yes
20802,yes
30448,no
14514,no
2976,no
26752,yes
31693,no
34894,yes
34503,yes
21265,no
24872,no
49865,yes
39475,yes
48344,no
3788,no
17721,no
50832,no
14194,no
2152,yes
30573,no
38716,no
16491,yes
6740,no
36550,no
26806,yes
37293,no
25492,no
4052,yes
13015,yes
47878,yes
19538,yes
53894,no
7328,yes
9772,yes
26589,yes
24269,yes
37847,no
54188,no
30475,yes
17277,yes
9256,yes
33028,yes
38537,no
12983,no
24983,no
37647,yes
890,yes
43725,yes
18020,no
27032,no
48521,no
54099,yes
48900,no
6324,no
34773,yes
9328,no
2415,no
36640,yes
5248,no
36030,no
37784,yes
54638,yes
47187,no
1595,yes
32919,no
39256,no
32333,yes
933,yes
1218,no
42859,no
3187,no
21904,yes
40532,yes
928,yes
39541,yes
31259,no
24077,no
29088,no
23832,no
13230,yes
21477,no
23196,yes
22051,no
32869,yes
44535,no
33333,yes
45669,no
16912,no
20791,no
52477,no
2893,no
3503,yes
45703,no
37329,yes
19519,yes
42703,no
29799,no
38827,no
55103,yes
12985,no
26432,no
24568,yes
16151,yes
22267,yes
54098,no
51724,no
54170,no
25990,yes
1759,yes
39987,no
49937,no
31549,yes
46522,no
44730,no
49351,yes
33968,yes
42650,yes
12167,no
8932,no
17711,yes
7375,no
47625,no
44520,no
37281,no
53842,no
46831,no
11402,no
26964,no
34699,no
11225,no
10767,no
41086,no
51520,yes
28661,no
6140,yes
8054,yes
10526,no
43267,no
10741,no
36201,no
50320,yes
7340,no
42772,no
29864,no
49357,yes
23243,yes
44150,yes
46793,yes
40529,no
19976,yes
37376,yes
52096,yes
3817,no
19179,yes
7782,no
38516,no
37716,yes
39363,no
10704,no
12305,no
5772,yes
4943,yes
20157,yes
55643,no
17988,no
29639,yes
8844,no
11118,yes
55073,no
38835,no
49427,no
29028,no
6490,no
20201,yes
43963,yes
41110,yes
33945,no
18615,yes
36920,no
43274,yes
16446,no
44590,yes
11601,no
7902,no
48477,no
49602,no
47858,no
30806,yes
23377,no
36389,no
17664,no
21992,yes
15737,no
47401,yes
48756,yes
27797,no
11805,yes
36265,no
15990,no
32693,no
16010,yes
52561,no
13919,no
32610,no
9080,no
7557,no
36280,no
12328,yes
10754,yes
44964,no
10567,yes
32353,no
22415,no
46801,no
39540,no
22729,yes
36742,no
9343,yes
54106,yes
21677,yes
50792,yes
12194,yes
20350,no
31604,yes
17745,yes
51182,yes
47787,yes
34148,no
13555,yes
8188,no
25103,no
52827,no
18708,no
31533,no
12289,yes
29939,yes
36919,yes
22526,no
16128,yes
8007,no
15098,no
2132,yes
47797,no
4878,no
14722,no
45450,no
7543,no
50389,yes
24888,no
21686,no
41020,yes
19353,no
49790,no
53769,yes
54063,no
23437,no
48965,yes
29498,no
36614,yes
7610,no
36600,no
52215,yes
775,no
19875,yes
10626,no
4137,no
5959,no
17161,no
6962,no
46587,no
30726,yes
42726,yes
55580,yes
11951,no
37777,yes
222,yes
31629,yes
14582,yes
16663,yes
16711,yes
47948,yes
48735,yes
4335,no
16981,no
4623,yes
26561,no
21209,yes
54051,yes
47830,yes
51495,yes
21905,no
12502,yes
23202,no
45768,no
29275,no
43943,no
51949,yes
52104,yes
5768,no
14313,no
37987,no
5018,yes
54914,no
48016,no
881,yes
12631,yes
7438,no
15357,yes
43167,no
40193,yes
21105,yes
25884,yes
6830,no
8927,yes
28185,no
15592,no
49253,no
25437,no
25582,no
31074,no
17900,yes
4230,yes
42108,no
45304,no
30555,no
22900,no
19051,no
10625,yes
54379,yes
54164,yes
34049,no
44241,yes
27976,no
13408,no
8409,yes
49375,no
1604,no
51351,yes
26475,yes
44859,no
39385,yes
15712,yes
12613,no
24337,no
39395,yes
28031,yes
4002,no
26120,no
13221,no
17830,yes
20936,no
48450,yes
45145,no
23537,yes
8487,no
27862,no
52266,yes
7889,no
7702,no
34856,no
6919,yes
3888,yes
51905,yes
38205,no
36565,no
29161,no
14071,no
34895,yes
52901,no
36707,no
42887,no
32623,no
21588,no
4034,yes
10868,no
28777,no
41404,no
51284,no
42685,yes
26949,no
47469,yes
10386,no
54460,yes
26731,yes
26656,no
52834,no
10938,no
22028,no
54825,yes
13119,no
12150,yes
10072,yes
43958,no
940,yes
3449,no
2923,no
1938,yes
10715,no
42907,no
36586,yes
8618,yes
52162,no
2628,no
17659,no
18311,yes
35817,yes
37019,no
38821,yes
22165,no
21197,yes
15424,no
30845,no
18683,yes
23240,no
31815,no
134,no
22411,no
17579,yes
48199,yes
15835,no
52238,no
50428,no
52433,yes
9057,no
51926,yes
17546,no
11233,yes
52765,yes
32858,yes
27919,no
20798,yes
15795,no
14369,no
19678,no
901,no
30022,no
4193,yes
3452,yes
44483,no
54413,no
44463,yes
54694,yes
3532,yes
43750,yes
12371,yes
1403,no
40268,yes
19501,no
18215,no
36802,yes
53359,no
4082,yes
46699,no
9560,yes
40151,no
23609,yes
7134,yes
28121,yes
47749,no
35488,no
46072,yes
28342,no
27173,no
29155,no
16690,no
51160,yes
47942,yes
54669,no
38438,yes
15626,yes
11244,no
46628,no
43774,no
24454,no
1716,yes
11174,yes
31053,no
27017,no
54301,no
714,no
54643,yes
9994,no
48941,no
8321,no
29761,no
1998,no
7600,no
40463,yes
44192,no
53656,yes
41977,no
33715,yes
5956,no
46751,no
7927,no
31140,yes
6657,yes
18392,yes
32882,yes
4793,yes
11595,yes
28423,no
50132,yes
53484,no
28070,no
38426,no
19330,yes
34178,no
10541,no
36652,yes
51483,yes
52490,yes
43230,no
13006,yes
26667,no
6837,no
36801,yes
46506,no
54,no
30333,yes
7016,no
17840,yes
37653,no
38550,yes
18461,no
28296,no
43765,yes
5417,no
835,yes
2955,no
46808,no
45761,no
43420,no
3914,no
41064,yes
38371,yes
43535,yes
5726,no
31143,yes
54332,yes
27342,no
25960,yes
31421,yes
40477,yes
37636,no
919,yes
3867,yes
47579,no
17403,yes
23445,yes
49328,no
110,yes
41932,no
36375,yes
39995,no
37042,yes
47733,no
31623,no
46145,yes
42212,no
48840,yes
39487,no
40225,yes
9561,no
18128,no
30618,no
43485,yes
32747,yes
46360,no
54732,yes
37845,yes
16306,yes
1159,no
43415,no
12151,no
34150,no
12524,no
8037,no
28858,no
7159,no
11967,no
53725,no
4167,yes
38427,yes
43600,no
49898,no
36784,no
50437,no
51806,no
54777,no
50628,no
20055,yes
40553,no
12288,yes
26165,yes
4709,yes
10561,no
24221,yes
49800,yes
6235,no
43865,yes
14363,no
52150,no
14386,yes
42027,no
10971,no
23237,no
18315,yes
3725,yes
37714,no
30252,no
22484,no
41223,no
9491,yes
6844,no
13702,yes
2690,no
41402,yes
19307,yes
26910,no
22307,yes
32104,yes
28664,no
32612,no
43099,yes
54295,no
28822,yes
2569,no
20619,yes
51198,yes
33509,yes
34521,no
11239,yes
13162,no
50684,no
45862,no
23605,no
36981,no
6196,yes
43856,yes
15757,no
44600,yes
9259,no
4134,no
54752,yes
48224,no
31513,no
39791,no
11845,no
17748,yes
39991,yes
30933,yes
15549,no
31556,yes
54077,no
4940,no
20793,no
49895,yes
52897,no
48576,yes
15106,no
50727,no
6035,no
15746,yes
25501,no
33447,yes
7924,no
52636,yes
52351,yes
52718,no
20627,no
37672,no
51851,no
11411,no
30495,no
5471,no
39932,no
45025,no
17163,yes
12875,yes
752,yes
27556,yes
29006,no
36193,yes
16068,yes
37837,no
53600,no
20887,no
53395,yes
17153,no
30927,no
45977,yes
38539,yes
37069,no
17309,no
2122,no
14137,no
21422,no
49103,no
16543,no
13300,no
3385,yes
21949,no
12609,no
35098,no
37181,no
53118,yes
34715,no
40559,no
50219,no
46070,no
52625,yes
40806,no
45076,yes
41275,no
51404,yes
50172,yes
50382,no
24611,yes
22106,yes
52139,no
46573,yes
48631,no
49811,no
40219,no
35239,no
3151,no
15742,no
4258,no
24841,yes
2306,yes
8780,no
8915,yes
29785,no
40187,yes
6719,no
25511,no
42186,no
5915,no
47507,yes
54958,no
14950,no
24039,no
32674,no
36859,no
54009,yes
44844,no
7089,no
42325,no
24021,no
7567,yes
53693,no
3136,yes
35431,no
51596,no
47616,no
18278,no
26831,no
29895,no
10677,yes
14179,no
28304,yes
49869,yes
26981,yes
53571,no
16045,no
23696,no
49947,no
22361,yes
19966,yes
29850,no
27026,no
11430,yes
33506,no
17613,no
4989,yes
24911,yes
50027,no
20898,no
8584,no
53404,no
49243,no
31553,no
24940,no
33885,yes
8638,no
16509,yes
17832,yes
1910,yes
12303,no
1269,no
40924,no
5696,yes
52760,no
53829,no
7214,no
1234,yes
38487,no
51526,no
646,no
32,yes
15410,yes
33130,no
13704,yes
8879,yes
7484,no
3251,no
31341,no
37966,no
36333,no
14804,no
5686,yes
2334,no
52611,no
32600,yes
53701,no
39500,no
15467,no
8660,yes
47913,yes
23900,no
14592,no
51640,no
11065,yes
19900,no
6296,yes
16132,no
46785,yes
3079,no
6000,yes
40158,no
46019,no
25874,yes
47429,yes
54672,no
45857,no
16600,yes
31134,no
29954,no
31652,no
7798,no
20199,no
38818,no
54685,yes
46648,yes
29573,no
29661,yes
47190,yes
7586,yes
51073,no
20897,no
48406,no
43475,no
8681,yes
48905,no
49647,no
18740,yes
49791,no
37255,no
3074,yes
37974,no
36413,no
34032,yes
9573,yes
46761,no
25567,no
40550,no
18155,no
53498,no
20497,no
40870,no
26747,no
9608,yes
14588,yes
53960,no
38333,no
23247,no
48862,yes
40423,yes
22602,yes
25469,no
15793,no
27957,no
14359,no
24280,no
47339,yes
36066,no
31773,no
29263,no
13937,no
23533,yes
32453,no
43147,yes
30833,yes
32615,no
44732,no
19349,yes
13281,no
51229,no
14892,no
15432,yes
28317,no
28036,yes
19065,yes
29612,no
39515,no
19749,yes
46662,no
44398,yes
13628,no
14288,yes
21353,yes
46398,no
24655,no
24586,no
37744,no
19461,yes
44267,no
45305,yes
16918,no
42253,no
22703,no
49269,no
30341,no
17019,no
1961,no
16947,no
45850,yes
40676,no
52910,no
6464,yes
22519,no
54309,no
42386,no
10644,yes
21842,no
30682,no
7835,no
1289,yes
18556,no
3351,yes
8070,yes
21698,yes
28109,yes
20533,no
2825,no
39779,yes
10340,no
53885,yes
36813,no
34132,no
37506,no
17518,no
12648,no
24171,no
17337,no
22281,no
11810,no
35224,no
8137,yes
26522,yes
35866,no
15907,yes
9022,no
14111,no
26093,no
43324,no
4359,no
12519,yes
25921,yes
32731,no
171,no
44479,no
36433,yes
39713,yes
21508,no
48591,no
15294,no
19828,yes
17116,no
27146,no
14264,yes
51221,no
12007,yes
30188,no
4778,no
39244,no
16937,yes
18690,yes
46802,no
21783,yes
20952,yes
38320,yes
22589,no
5434,yes
55072,yes
8743,yes
20236,no
10346,no
11353,no
30474,yes
49369,no
48740,no
51944,yes
53147,yes
36751,yes
5592,no
20809,no
12366,no
2248,no
17262,no
33910,yes
26220,no
48929,no
14890,no
36274,no
609,no
55253,yes
28190,yes
35929,no
7767,no
38183,yes
3755,no
50595,no
3563,no
48803,no
223,yes
40649,no
44960,yes
10863,yes
7883,no
36823,yes
11367,yes
52334,no
28231,no
49448,yes
19738,no
7021,no
44386,no
32579,yes
19220,yes
29582,yes
3741,no
7737,no
30079,yes
49725,no
50658,no
35903,yes
45452,no
42649,yes
28088,no
53403,no
22666,no
17022,no
8339,yes
37016,no
48791,no
43265,yes
46034,yes
6312,no
16883,no
44041,yes
35752,yes
33234,no
1552,yes
24681,yes
49971,no
15563,no
24211,no
11099,no
14320,no
42341,no
50427,no
25008,no
29424,no
35305,no
14294,no
42609,yes
40467,yes
32255,no
18569,no
50421,no
19091,no
22772,no
13374,no
18467,no
37026,no
884,yes
5513,no
19472,no
37752,yes
13685,no
8921,no
53156,yes
7825,no
40383,yes
8501,no
25260,yes
23825,yes
2858,no
13265,yes
10133,no
44089,yes
12162,no
24347,no
45554,no
53867,no
17086,yes
29455,no
12692,yes
19520,no
39212,yes
6942,no
6170,yes
50019,yes
37967,no
6506,no
26207,yes
17750,no
47189,yes
6973,no
34845,no
6900,yes
9147,yes
50232,no
19864,yes
28887,no
12413,no
29668,no
52943,no
55520,no
11453,yes
53461,no
22349,no
44400,yes
45215,yes
7880,no
22612,no
2914,no
25870,no
8824,yes
35692,no
17963,no
15276,yes
53292,no
1754,no
17420,no
12902,yes
20536,no
33738,no
30775,no
38991,no
12512,no
54773,yes
40672,no
22492,no
13567,no
47530,yes
50473,yes
5729,no
13952,yes
41701,yes
4890,yes
43467,yes
18219,yes
40425,no
25442,no
2467,no
51685,no
5638,no
9122,no
48173,yes
41785,yes
7522,yes
47973,yes
13691,yes
8609,no
30524,no
7201,no
28931,no
44123,no
38388,no
8726,yes
12435,yes
2978,yes
14064,no
36819,yes
51485,no
55138,yes
22962,no
6104,no
52844,no
44677,no
22063,yes
20568,yes
939,yes
22058,no
32268,yes
27672,no
18599,yes
30265,no
52645,no
17794,yes
17308,no
396,no
21977,yes
46344,no
10115,yes
23362,no
43015,yes
25995,no
6026,no
28445,no
19925,no
34421,no
7194,yes
36073,no
32226,no
36076,yes
41914,yes
67,yes
18062,no
44622,yes
50742,yes
43270,no
32905,no
6516,yes
28892,yes
15427,no
54199,no
46244,no
27528,yes
28940,no
54785,yes
36373,yes
46449,no
41953,yes
16517,no
34967,no
26450,yes
24281,no
41753,yes
48412,yes
37951,yes
48996,no
55387,no
49994,no
6221,no
13735,no
3737,no
13057,no
33959,yes
47997,no
23328,no
23543,no
37858,no
23094,yes
54565,no
12715,yes
36405,no
22109,no
15574,no
48221,no
23442,no
5756,yes
38808,no
9053,no
9656,no
41532,yes
34059,no
10189,no
19563,yes
31178,yes
47135,no
45735,no
32963,no
25318,no
3243,no
17080,yes
4545,no
39616,no
39095,yes
25992,yes
46850,no
55480,no
20834,yes
12257,yes
20255,yes
37754,no
18707,yes
35511,yes
41696,no
23231,no
37697,yes
34222,no
24517,no
2860,no
4357,no
49631,no
42138,no
34079,no
12977,yes
47868,yes
1287,no
14005,no
15105,no
13697,no
16764,yes
14646,no
5731,no
2210,no
11306,yes
43391,yes
4027,no
50588,yes
863,yes
41327,no
52773,no
2783,no
24477,no
1052,no
45264,yes
19063,no
29207,yes
15295,yes
14914,yes
43421,no
16881,no
5717,no
5689,no
13426,no
55470,no
35281,yes
54470,no
41231,yes
21745,no
28567,yes
41925,yes
30447,yes
7099,no
23708,no
14667,no
6984,no
7448,yes
16106,no
4109,no
40336,no
26030,no
42509,no
21839,yes
4872,no
49985,no
52303,no
9327,no
42505,no
11494,yes
36231,no
35490,yes
4377,no
48426,no
52602,no
7779,no
13519,yes
47995,no
34450,no
34933,yes
15967,no
43644,no
443,no
53641,no
17631,yes
43308,no
55229,no
5981,no
11808,no
36549,no
8751,no
6841,no
8754,yes
17870,yes
27271,no
12589,yes
41034,no
40153,yes
26299,no
18969,no
274,yes
26063,yes
20333,no
33889,yes
35828,yes
11782,no
7625,yes
6073,no
43497,no
25248,yes
19521,no
21740,no
6037,no
37465,no
46984,no
29676,yes
4314,no
16674,no
51468,no
53560,yes
1449,no
13185,yes
14054,yes
44110,yes
16783,yes
13621,yes
45682,no
54541,yes
4227,no
32495,no
48622,no
44012,no
15150,yes
26069,no
17131,no
19557,yes
17910,no
34702,no
7710,no
28730,no
14425,yes
22193,no
929,no
47701,no
54593,no
41315,yes
54207,yes
37048,no
49701,yes
36589,no
45433,no
53227,no
24796,no
33675,no
7406,yes
18856,no
52783,no
16486,yes
33101,no
7937,yes
10670,yes
30225,yes
38905,yes
3943,no
41976,no
31175,no
43464,no
37957,no
42477,yes
50012,yes
15944,yes
22733,no
33246,no
38373,yes
13926,no
26401,yes
45010,no
21683,yes
22640,yes
15889,yes
45893,no
43186,no
37696,no
51664,yes
12780,yes
6793,no
49039,no
22673,no
13614,yes
47078,no
46792,yes
27837,no
22322,yes
5667,yes
6082,no
3342,yes
43783,no
31437,no
7451,yes
16007,no
54436,yes
35083,no
3802,no
8694,no
43966,yes
42811,no
10043,no
8400,no
19415,no
30563,no
35493,no
27394,yes
25060,no
20016,yes
33477,no
20352,no
14463,no
16171,no
29479,yes
20507,no
32493,yes
33817,yes
19575,no
50773,no
26927,no
30663,yes
23927,yes
44529,no
26804,no
197,no
33157,no
7983,yes
27398,yes
26924,no
47179,no
51826,no
1909,yes
53300,no
21632,no
28311,no
1349,no
12650,no
19984,yes
38163,no
4948,yes
29399,yes
24070,yes
14531,no
18655,no
54100,yes
413,no
47005,yes
14758,no
46412,yes
27895,yes
9125,no
52761,yes
23212,no
9835,yes
31188,no
34958,no
45517,yes
44548,no
43083,no
47099,no
30285,yes
8941,yes
41115,yes
46958,no
31067,no
23944,yes
16140,yes
17278,no
17060,yes
48907,no
11175,no
19640,no
18870,no
7573,no
31765,no
29245,no
7831,yes
39777,no
29944,yes
18266,no
34146,no
30164,yes
29712,no
16714,no
54224,no
41446,yes
24185,no
52654,no
51396,yes
46974,yes
291,no
31776,no
34992,yes
21857,no
312,yes
46405,yes
32741,no
1507,no
32877,yes
12760,yes
31769,yes
18582,no
38529,no
11755,no
15596,no
38992,no
4850,no
50641,no
25105,no
26037,no
32089,no
26758,yes
2335,yes
31686,yes
40166,yes
10388,yes
47796,no
34764,no
11751,yes
13961,yes
51343,no
35507,no
44184,no
7772,no
22450,no
30492,no
16398,yes
41041,no
14616,no
22477,no
38261,no
22618,no
41427,yes
40056,yes
28640,no
37799,yes
21342,yes
40762,no
53478,no
24000,no
43518,no
37925,no
7271,yes
38313,no
24283,yes
37804,no
37864,no
43268,no
17001,yes
33681,no
26200,yes
2333,no
32650,yes
30692,yes
2144,yes
20327,yes
14708,no
5512,no
44689,yes
41659,yes
25175,yes
31022,no
50708,no
35347,yes
48084,yes
23097,yes
23733,yes
19180,yes
22878,yes
1956,no
15202,no
11841,yes
45489,yes
39771,no
12768,yes
20918,yes
53546,no
34197,yes
47621,no
13833,yes
53387,yes
46953,yes
44785,yes
41216,yes
40686,yes
28695,no
25382,no
40488,no
2874,yes
30674,no
16766,no
42756,no
25134,no
17797,yes
9279,yes
2137,yes
36225,yes
11519,no
54395,no
30723,no
25497,no
22988,no
10264,yes
49380,no
16678,no
27665,no
49251,no
24489,yes
55312,no
47008,no
35421,no
37482,no
51050,no
31450,no
43638,no
5795,yes
6534,yes
37290,no
55039,no
48805,no
34001,yes
22737,yes
23973,yes
51551,yes
16792,yes
43036,no
16362,yes
24826,no
39035,no
14128,no
37540,yes
24697,yes
33820,no
23986,yes
54953,no
40626,no
6497,no
22935,no
5364,no
2535,no
33977,no
3258,no
25614,yes
53953,yes
51263,no
36790,yes
36369,no
6444,no
3278,no
25577,no
26717,no
353,no
27220,no
3086,no
25896,yes
11858,yes
43427,yes
47382,yes
5964,no
55115,yes
9352,yes
32461,no
41128,yes
47877,yes
14184,yes
10465,no
34176,yes
1635,no
10747,yes
25358,no
13661,no
22272,no
1366,no
47981,yes
1017,no
34860,yes
9410,yes
14854,yes
29456,no
49449,no
22142,yes
31099,yes
32815,no
632,no
38458,no
14221,yes
35859,yes
38489,no
48685,no
53390,no
51641,no
5883,yes
46995,no
14088,yes
16430,no
9970,yes
7247,yes
15800,no
28917,no
33714,no
15137,no
40184,no
22464,no
8081,yes
48137,no
14982,no
41171,no
52916,yes
38867,yes
19368,no
50288,yes
9128,yes
16177,yes
45777,no
36312,yes
49112,no
33682,no
28301,yes
4181,no
11302,no
31554,yes
32114,no
5998,no
44656,no
29627,yes
23017,no
16074,no
40368,no
21971,no
54206,no
3953,yes
40310,no
52907,yes
45642,yes
7526,yes
33077,no
32458,no
53661,no
4756,no
47087,yes
11665,no
35593,no
9723,no
1994,no
24662,yes
33831,yes
39108,yes
52454,no
20066,no
53524,yes
12672,yes
3088,yes
23762,yes
25054,yes
2578,no
26467,yes
31448,no
49150,yes
35835,no
6250,no
6546,yes
15522,no
29942,no
43276,no
17845,no
29429,no
21304,no
28413,yes
51243,no
22781,no
20780,no
42952,yes
37667,no
39725,yes
28630,no
13805,no
44592,yes
2269,yes
6768,yes
29,no
31538,no
25504,no
22184,no
21474,yes
13023,no
33143,no
52704,no
49785,no
24199,yes
5605,yes
51976,no
585,no
46346,no
45647,no
25721,no
34864,yes
3593,no
49132,no
27028,yes
12146,no
53107,yes
55280,no
50125,yes
20046,no
49723,no
11350,no
26181,no
8947,yes
37098,yes
13486,no
43074,yes
52404,no
16289,no
15139,no
12449,yes
11603,yes
29183,no
30208,no
47531,yes
5785,yes
16971,no
6301,no
33215,yes
7722,yes
21658,yes
2844,no
40323,yes
30842,no
10681,no
3263,yes
27432,yes
29642,yes
49335,no
43526,no
6371,yes
32053,no
7019,no
36655,yes
39400,no
13427,no
35556,no
30535,no
8401,no
9187,yes
51873,no
23223,no
21556,no
34408,yes
22394,no
21797,no
44744,no
46664,yes
7518,no
7584,yes
3922,no
14380,no
5286,yes
10185,no
49768,yes
24078,yes
23023,no
20500,no
20563,yes
47334,no
21713,no
14897,no
5574,no
285,yes
26939,no
42090,no
862,no
40162,no
27265,no
47289,no
47440,no
28000,no
36791,yes
38643,yes
10643,no
50752,no
1845,no
9447,no
1330,no
24208,no
46270,yes
12867,no
50250,no
50864,yes
6885,no
42415,yes
21638,yes
2568,no
41900,yes
50932,no
40136,no
44620,no
51410,no
25906,yes
42363,yes
44084,no
51765,no
20206,yes
38123,yes
37826,no
22796,no
35353,no
8035,no
43591,no
1779,no
40992,no
47848,no
14046,no
32052,yes
44238,no
27158,no
51256,yes
24583,no
12637,yes
19435,yes
16919,no
1413,yes
46056,yes
22094,yes
1934,yes
22680,no
18452,yes
20503,no
15812,yes
44212,no
8904,yes
40361,no
14741,no
30810,no
41920,no
7525,no
52015,no
49906,yes
49119,yes
54981,no
7426,no
