artist,asin,media,review_count,star_rating,title,year,
Various,B000FGFUU4,"Audio CD,MP3 Music",10,4.1,Dancing in the Dark 2006,2007,
Trapt,B00C7CQN50,"Audio CD,MP3 Music",10,4.1,Headstrong,2013,
OZZY OSBOURNE,B0012PUUA2,"Audio CD,Audio CD,Vinyl,Audio, Cassette",10,4.1,No Rest For The Wicked (JAPAN) 1991,1989,
Aziola Cry,B08S2M4Y9N,"Audio CD,MP3 Music",6,4.3,The Ironic Divide,2021,
MOUNTAIN WITCH,B00FFKX0SY,"Vinyl,MP3 Music,Audio CD",6,4.3,Cold River,2013,
Final Breath,B001493D14,"Audio CD,MP3 Music",6,4.3,Mind Explosion 24 Bit Bonus Tracks,2008,
Garagedays,B08JDS6J4Q,"Audio CD,MP3 Music",6,4.3,Something Black,2020,
FULL OF HELL,B00CM1S1FQ,"Vinyl,MP3 Music,Audio CD",6,4.3,Rudiments of Mutilation,2013,
The Warriors,B000SM7R9M,"Audio CD,MP3 Music",6,4.3,Genuine Sense Of Outrage,2007,
Ill Nino,B0000BHI1F,Audio CD,6,4.3,Confessions,2007,
"Order of Apollyon,the",B07GWBL625,"Vinyl,MP3 Music,Audio CD",6,4.3,Moriah,2018,
Various Artists,B000071WGM,Audio CD,6,4.3,Mighty Desert Rock Avengers,2003,
G.G.F.H.,B00005OW51,"Audio CD,MP3 Music",6,4.3,Vol. 1-Very Beast of GGFH Global Genocide Forget Heaven,2001,
Illdisposed,B0000278D9,"Audio CD,Vinyl",6,4.3,There's Something Rotten,2006,
Korn,B00049QKIS,"Audio CD,MP3 Music",152,3.8,"Greatest Hits, Vol. 1",2004,
Bile,B00006RIPG,Audio CD,5,4.4,Nightmare Before Krztof,2002,
Lords of Acid,B00005YGGG,Audio CD,5,4.4,Farstucker Stript,2002,
Kittie,B00004R7UB,Audio CD,14,4,"Kittie - Spit - Artemis Records - ATM 497630 2, Epic - 497630 2",,
Primus,B00Y29F1WM,"Audio CD,Vinyl",14,4,In Numbers,2015,
Zebrahead,B000006O4I,Audio CD,5,4.4,Zebrahead,1998,
Death Cube K,B000006UCC,Audio CD,14,4,Disembodied,1997,
Phase Reverse,B08L4CF3BZ,"Audio CD,MP3 Music,Vinyl",5,4.4,Phase Iv Genocide,2020,
Stigmata,B0026DNK7Y,Audio CD,5,4.4,Hymns For An Unkown/Do Unto Others,2020,
Full Blown Chaos,B000FOPPP6,Audio CD,5,4.4,Within the Grasp of Titans,2006,
Velvet Acid Christ,B000667GQ4,"Audio CD,MP3 Music",5,4.4,Between The Eyes Volume 4,2004,
Funker Vogt,B0000A4GHQ,"Audio CD,MP3 Music",5,4.4,Revivor,2003,
Zao (Heavy Metal),B00004VAE4,"Audio CD,MP3 Music",5,4.4,Shekina,2001,
Puny Human,B00004TZC8,"Audio CD,MP3 Music",5,4.4,Revenge Is Easy,2000,
Korn,B00004S4MD,Audio CD,5,4.4,Issues (Eurocover),,
Swamp Terrorists,B000008LB0,"Audio CD,Audio, Cassette",5,4.4,Grow Speed Injection,1992,
Evereve,B00008K4AM,Audio CD,5,4.4,.Enetics,,
Candiria,B00006SFBA,Audio CD,5,4.4,Five Episodes from the Subconscious,2002,
Hangnail,B00004TCZ5,Audio CD,5,4.4,Ten Days Before Summer,2000,
Electric Wizard/Orange Goblin,B00000487A,Audio CD,3,4.8,Electric Wizard & Orange / Split,1998,
Drowning Pool,B000077VPO,DVD,24,3.9,Drowning Pool - Sinema,,
The Maine,B001IBCS8M,"Audio CD,MP3 Music",3,4.8,... And A Happy New Year,2008,
Henry Rollins,B000NQR838,"Audio CD,MP3 Music",3,4.8,Talk Is Cheap 4,2007,
Beavers,B00001XDRC,Audio CD,3,4.8,Lodge Ep,1999,
Candlebox,B00000I11W,Audio CD,3,4.8,Bootleg Live On-Air,1999,
Sonya Bach,B095GWSZ5P,"Vinyl,Audio CD",3,4.8,Rachmaninov: Piano Sonata No. 2,2022,
Blind Guardian,B00C9S5L1Y,Audio CD,3,4.8,And Then There Was Silence (Picture Disc),2001,
Beat Happening/Screaming Trees,B009FEVWY0,Vinyl,3,4.8,Beat Happening / Screaming Trees, | ,
Melvins,B001VLFE2Q,"Audio CD,MP3 Music",3,4.8,Manchild 4 / Pick Your Battles,2009,
Leather Strip,B000NQPSXU,"Audio CD,MP3 Music",3,4.8,The Giant Minutes To The Dawn,2007,
Dead Child,B000KRN64A,"Audio CD,Vinyl",3,4.8,Dead Child,2007,
Incubus,B000K2V70K,Audio CD,3,4.8,Anna-Molly,2006,
Velvet Acid Christ,B000GI3Q4I,"Audio CD,MP3 Music",3,4.8,Wound,2006,
Mastedon,B000F6H0DO,Audio CD,3,4.8,California Metal Volume II,1988,
Six Ounce Gloves,B000EZZJXY,"Audio CD,MP3 Music",3,4.8,Timing Is Everything,2006,
Staind,B000EPF8G2,Audio CD,3,4.8,Right Here,2006,
Lividity,B0009H9QKE,Audio CD,3,4.8,Fetish for the Sick,1997,
Uncrowned,B0009AGE1A,Audio CD,3,4.8,Simple Sick Device,2005,
Eternity Void,B00094ASAY,"Audio CD,MP3 Music",3,4.8,Torrents of Devastation,2005,
Marilyn Manson,B0000ALQEZ,Audio CD,3,4.8,Word According to Manson,2003,
Prophecy (Metal),B00008J2U8,Audio CD,3,4.8,Contagion,2003,
Scars of Tomorrow,B00008BXI5,"Audio CD,MP3 Music",3,4.8,All Things Change,2003,
Nebula,B00005NO9N,"Audio CD,MP3 Music",3,4.8,Charged,2007,
Half-Cocked,B00005LAIL,"Audio CD,MP3 Music",3,4.8,Occupation: Rock Star,2001,
Limp Bizkit,B0000525JO,Audio CD,3,4.8,My Generation 2,2000,
Presence,B0000520VZ,"Audio CD,MP3 Music",3,4.8,Divine,2011,
Enemymine,B00004Z413,"Audio CD,MP3 Music,Vinyl",3,4.8,"ICE IN ME, THE",2000,
Mark Snow,B00004UALZ,Audio CD,3,4.8,Disturbing Behavior 1998 Film, | ,
Sepultura,B00000JOT4,Audio CD,3,4.8,Tribus,1999,
Various Artists,B00000J7E4,Audio CD,3,4.8,Presumed Guilty,1999,
ブラッドロス,B000008PWL,Audio CD,3,4.8,Live My Way,1995,
Dead Voices On Air,B000004B5A,"Audio CD,MP3 Music",3,4.8,Shap,1996,
Iron Lung Corporation,B000001WY5,"Audio CD,MP3 Music",3,4.8,Big Shiny Spears,2000,
Kiss,B083XVGRV4,Vinyl,23,3.9,Rock & Roll - Tribute To Kiss, | ,
Korn,B000HT36I2,Audio CD,23,3.9,Chopped Screwed Live & Unglued,2006,
Sinai Beach,B0007VROII,"Audio CD,MP3 Music",23,3.9,Immersed,2005,
Tortoise,B007LFV4V6,"Audio CD,Vinyl",23,3.9,The Brave And The Bold,2006,
Jesus Lizard,B000006354,"Audio CD,MP3 Music",13,4,Blue,1998,
Beat Happening,B009FFO3CC,"MP3 Music,Audio CD",13,4,Beat Happening,1996,
Various Artists,B00000IN5K,Audio CD,7,4.2,Death Is Just Beginning 5,1999,
Misotheist,B08QWBY3FX,"Audio CD,MP3 Music",7,4.2,For the Glory of Your Redeemer,2021,
Socionic,B00A3GFOES,"Audio CD,MP3 Music",7,4.2,Identity,2012,
Son of Sam,B001QERLHY,Audio CD,7,4.2,Into the Night,2009,
ABDULLAH,B00004Z3XH,Audio CD,7,4.2,Abdullah,2000,
Morbid Angel,B004KC7ZBQ,"MP3 Music,Audio CD",7,4.2,Laibach Remixes,1994,
On Broken Wings,B00009RXJ5,"Audio CD,MP3 Music",22,3.9,Some of Us May Never See the World,2003,
Speak No Evil,B00005NHLK,"Audio CD,MP3 Music",9,4.1,Welcome to the Downside,2001,
The Cranberries,B007EK05JK,"Audio CD,Vinyl",9,4.1,"Linger (10"" Vinyl)",1994,
Ghost Machine,B000A2IP9G,"Audio CD,MP3 Music",9,4.1,Ghost Machine,2005,
Throwdown,B000056NZK,"Audio CD,MP3 Music",21,3.9,You Don't Have to Be Blood to Be Family,2001,
Korn,B000BRBLRI,"Audio CD,Vinyl",12,4,Twisted Transistor,2006,
Korn,B001QCKJ84,Audio CD,4,4.5,Korn: Super Hits,2009,
Queens Of The Stone Age,B000QEINNQ,Audio CD,4,4.5,Sick Sick Sick,2007,
Coheed and Cambria,B0007TFGYO,DVD,4,4.5,Live at Starland Ballroom,,
Spahn Ranch,B00004TKSG,"Audio CD,MP3 Music",4,4.5,Anthology 1992-1994,2000,
Black Axe,B000008IEP,"Audio CD,Audio, Cassette",4,4.5,New Wave of British Heavy Metal - '79 Revisited,", et al.",
Rage Against the Machine,B000009H23,Audio CD,12,4,Killing In The Name,1999,
Numb,B000001WXP,Audio CD,4,4.5,Death on the Installment Plan,1993,
Black Hole,B08PXD242P,"Vinyl,Audio CD",4,4.5,Land Of Mystery Splatter,2021,
Otep,B0016JD6BE,Audio CD,4,4.5,Ascension,2008,
Entombed,B000FI9O68,"Audio CD,MP3 Music",4,4.5,When in Sodom,2006,
Dreamscapes of the Perverse,B000ERU7NO,"Audio CD,MP3 Music",4,4.5,Gignesthai,2006,
Disarray,B000068CZC,"Audio CD,MP3 Music",4,4.5,In the Face of the Enemy,2002,
Nebula,B00000HZD7,Audio CD,4,4.5,Sun Creature,1999,
MUSLIMGAUZE,B0000035JD,Audio CD,4,4.5,Feel the Hiss,2015,
Noise Therapy,B000000G6F,Audio CD,4,4.5,Cyclops,1997,
Secret Stars,B009WEVHX4,"MP3 Music,Audio CD",4,4.5,Genealogies,1998,
Samson,B008HTAN44,"Vinyl,Audio CD",4,4.5,Thank You And Goodnight... Live,1985,
Lungbrush,B004J8GJ9K,"Audio CD,MP3 Music,Audio CD",4,4.5,Old School New School,2011,
Guns N' Roses,B0049MHEIQ,"Audio CD,Vinyl",12,4,"Don't Cry (12"" Vinyl)",1991,
Warship,B003U00J94,"Audio CD,MP3 Music",4,4.5,Supply & Depend,2019,
Fall From Grace,B002AF1X8Q,"Audio CD,Audio CD",4,4.5,Sifting Through the Wreckage,,
Shihad,B0014I5TIK,"Audio CD,MP3 Music",4,4.5,Beautiful Machine,2008,
Linea 77,B0013K8B8Y,"Audio CD,MP3 Music",4,4.5,Horor Vacui,2008,
Charlie Clouser,B000EUMNTM,"Audio CD,Vinyl",4,4.5,Saw II-Original Score,,
Day of Contempt,B00009HCNQ,"Audio CD,MP3 Music",4,4.5,See Through the Lies,2003,
Ill Nino,B00006FSP2,"Audio CD,Audio CD",4,4.5,What Comes Around,2002,
Janitor,B00004U44C,Audio CD,4,4.5,There Are No More American Heroes,2000,
Brougham,B00004TCPB,"Audio Cassette,MP3 Music,Audio CD",4,4.5,Le Cock Sportif,2000,
Unloco,B00004T8KP,Audio CD,4,4.5,Useless,2000,
Arcturus,B0000278IV,Audio CD,4,4.5,Disguised Masters,2001,
Reach the Sky,B00001O33M,"Audio CD,MP3 Music",4,4.5,So Far From Home,1999,
HAWKWIND,B00000F1SH,"Audio CD,Vinyl",4,4.5,Quark Strangeness & Charm,2013,
Skinlab,B00000F1EY,Audio CD,4,4.5,Eyesore,1998,
Front 242,B00000GUYS,"Audio CD,MP3 Music,Vinyl",19,3.9,Headhunter 2000,2099,
Chimaira,B000040JFG,"Audio CD,MP3 Music",19,3.9,This Present Darkness,2000,
Pigface,B00007L9OM,"Audio CD,MP3 Music",18,3.9,Easy Listening,2003,
Videodrone,B00000I3ZT,"Audio CD,MP3 Music",45,3.8,Videodrone,1999,
Marilyn Manson,B000PITXT6,DVD,45,3.8,Marilyn Manson - The Early Years,", et al.",
16 Volt,B002H3ETFA,"Audio CD,MP3 Music",11,4,Americanpornsongs,2009,
Ablaze My Sorrow,B08HQ8MT59,"Vinyl,MP3 Music,Audio CD",8,4.1,Among Ashes And Monoliths,2021,
Speedealer,B00004XT0E,"Audio CD,MP3 Music",8,4.1,Here Comes Death,2000,
Entombed,B0002JELCW,Audio CD,11,4,Inferno / Averno,2004,
The Newlydeads,B0014FCLJI,"Audio CD,MP3 Music",11,4,Dreams from a Dirt Nap,2009,
Sinister,B00005QXFJ,"Audio CD,MP3 Music",8,4.1,Creative Killings,2001,
Red Harvest,B000066HJ4,"Audio CD,MP3 Music",11,4,Sick Transit Gloria Mundi,2002,
Numb,B000005OQ6,"Audio CD,MP3 Music",8,4.1,Blood Meridian,2097,
Royal Trux,B009SUSLKO,"MP3 Music,Audio CD",11,4,Twin Infinitives,1990,
Crematory,B004JKMQZO,"Audio CD,Audio CD",8,4.1,Infinity,2011,
Koritni,B001TQJH6M,"Audio CD,MP3 Music,Audio CD",8,4.1,Lady Luck,,
His Infernal Majesty,B001R2NHLO,Audio CD,11,4,666 Ways To Love: Prologue [RARE],1996,
Andrew W.K.,B00005QTB7,Audio CD,8,4.1,Party Hard / Make Sex / Violent Life,2002,
Skin,B00000J9S9,"Audio CD,MP3 Music",11,4,Experience Electric,,
Trust Company,B00007DXHW,Audio CD,3,4.7,Lonely Position of Neutral,2002,
Evereve,B001AU3G28,"Audio CD,MP3 Music",3,4.7,Regret,2008,
Breather Resist,B0002VESVO,"Audio CD,MP3 Music",3,4.7,Charmer,2004,
Transport League,B0000A4G9S,"Audio CD,MP3 Music",3,4.7,Grand Amputation,2003,
Theory of Ruin,B00006JOAQ,Audio CD,3,4.7,Counter Culture Nosebleed,2002,
Reach the Sky,B0000639AZ,"Audio CD,MP3 Music",3,4.7,Open Roads,2006,
Rage Against The Machine,B00005G8SX,Audio CD,17,3.9,RAGE AGAINST THE MACHINE,,
Skunk Anansie,B00000JSTC,Audio CD,3,4.7,Lately / Charlie Big Potato / Decadence of,1999,
Prong,B0000E32XL,"Audio CD,MP3 Music",40,3.8,Scorpio Rising,2004,
Candiria,B0002IQ9VY,"Audio CD,MP3 Music",39,3.8,What Doesn't Kill You Will Make You Stronger,2010,
Orange 9mm,B000006CRF,Audio CD,5,4.3,Ultraman Vs Godzilla,1998,
Generation Steel,B08MSGQSJL,"Audio CD,MP3 Music,Vinyl",5,4.3,The Eagle Will Rise,2021,
Mindrot,B00000112E,"Audio Cassette,MP3 Music,Audio CD",5,4.3,Dawning,1995,
Hope for the Dying,B001HY3BLI,"Audio CD,MP3 Music",5,4.3,Hope for the Dying,2008,
Bhleg,B08N3F32ZH,"Audio CD,MP3 Music,Vinyl",5,4.3,Odhin,2021,
Holy,B085DV156M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",5,4.3,Mono Freedom,2020,
The White Stripes,B0077EQQLY,"MP3 Music,Audio CD",5,4.3,I Just Don't Know What To Do With Myself,2003,
Agents of Man,B000BR2MYE,"Audio CD,MP3 Music",5,4.3,Count Your Blessings,2005,
Archetype,B00042YKTQ,Audio CD,5,4.3,Dawning,2004,
Danzig,B000026GYI,Audio CD,5,4.3,Danzig IV,1999,
Nevermore,B000024MLG,Audio CD,5,4.3,Politics of ecstasy,,
Dust to Dust,B00005LZR4,"Audio CD,MP3 Music",16,3.9,Dust to Dust,2001,
Solace,B000083ELH,"Audio CD,MP3 Music",6,4.2,13,2003,
Soundgarden,B00007L4NH,DVD,6,4.2,"Rockthology Presents Hard N Heavy, Vol. 3 [DVD]",,
Slipknot,B0002847OU,DVD,16,3.9,Up to Our Necks,,
Numb,B00000FEPN,"Audio CD,MP3 Music",6,4.2,Language Of Silence,2099,
Subzero,B000AA4LTG,Audio CD,6,4.2,Suffering of Man,2005,
The Atomic Bitchwax,B0000648QW,"Audio CD,MP3 Music",6,4.2,Spit Blood,2002,
Various Artists,B00000I3TK,"Audio CD,MP3 Music",6,4.2,In the Groove 1,1999,
The Killers,B0094B6ISO,Audio CD,6,4.2,"All These Things That I've Done / Andy, You're A Star",2004,
Rinocerose,B007PEWHCS,Audio CD,6,4.2,Rinôçérôse (Rinocerose) [2006 Compilation] [Cutout],2006,
Rage Against the Machine,B00004SZBP,Audio CD,6,4.2,Sleep Now In The Fire #1,2000,
Nine Inch Nails,B00002DD9A,Audio CD,6,4.2,Uncovered - Interview,1999,
VARIOUS ARTISTS,B000000FC1,Audio CD,6,4.2,Virus That Would Not Die,1997,
Reign Supreme,B0028ERC2K,"Audio CD,MP3 Music,Vinyl",10,4,Testing The Limits Of Infinite,2009,
Chiodos,B000FO0AJM,"Audio CD,MP3 Music",10,4,Heartless Control Everything,2003,
Steve Von Till,B00004TDYD,"Audio CD,Paperback",10,4,As the Crow Flies,2000,
Big Chief,B000008NHU,"Audio CD,Vinyl,Audio, Cassette",10,4,Platinum Jive,1994,
Various Artists,B000A6SY8Y,Audio CD,10,4,Tribute to System of a Down / Various,2005,
Nine Inch Nails,B00003CLTJ,Audio CD,10,4,Damaged,2004,
Viking Skull,B00005NVCO,"Audio CD,MP3 Music,Vinyl",30,3.8,Chapter Two,2000,
Union,B0000064ZC,"Audio CD,MP3 Music,Audio, Cassette",29,3.8,Union,1998,
MouthBreather,B09B5BPWRR,"Audio CD,MP3 Music,Vinyl",4,4.4,I'm Sorry Mr. Salesman,2021,
Vision of Disorder,B00003TFVO,Audio CD,7,4.1,Still,2000,
Type O Negative,B000000H3F,Audio CD,7,4.1,Cinnamon Girl,1997,
Various Artists,B000005VR5,"Audio CD,Vinyl",7,4.1,Anti-Matter,", et al.",
Los Natas,B001URSZBI,"Audio CD,MP3 Music,Vinyl",4,4.4,Nuevo Orden de la Libertad,2009,
Minsk,B000M7G0VO,"Audio CD,MP3 Music",4,4.4,Ritual Fires of Abandonment,2007,
Anthrax,B00DUM22FQ,"Audio CD,Vinyl",4,4.4,Got The Time (Picture Disc),1990,
Korn,B006MOZ40E,"Audio CD,Vinyl",7,4.1,Coming Undone,2006,
Mindless Self Indulgence,B001AI1QMM,Audio CD,4,4.4,Pay for It,2008,
Onesidezero,B000NI3FCO,Audio CD,14,3.9,Onesidezero,2007,
Deftones,B000FPX1I8,Audio CD,4,4.4,B-SIDES & RARITIES(CD+DVD),,
Dew-Scented,B000FEUVW8,"Audio CD,MP3 Music",4,4.4,Ill-Natured,1999,
Believe,B000EULWBC,"Audio CD,MP3 Music",4,4.4,Hope to See Another Day,2012,
Tribute to Evanescence,B0006HBZJ2,Audio CD,7,4.1,Eclipse: Piano Tribute Evanescence,2005,
,B0002VGS9E,DVD,14,3.9,After Midnight,,
,B00025D6BI,Vinyl,4,4.4,Duality,,
Morning Again,B00008BXIV,"Audio CD,MP3 Music",4,4.4,Hand of the Martyr,2003,
Puddle of Mudd,B00006JK7G,Audio CD,7,4.1,She Hates Me,,
Crowbar (90's),B00002DD8I,Audio CD,4,4.4,Best of: Memories Are Made of This,2006,
Vitro,B000024YTI,"Audio CD,MP3 Music,Audio, Cassette",4,4.4,Distort,2005,
Godheadsilo,B0000035J6,"Audio CD,MP3 Music",4,4.4,Share the Fantasy,1998,
Funker Vogt,B00005OW86,Audio CD,9,4,Code 7477,2001,
Salty the Pocketknife,B0000DIZT9,Audio CD,9,4,Salty the Pocketknife,2003,
Sentenced,B000KHYOMI,Audio CD,9,4,Buried Alive,2007,
Scars of Tomorrow,B000B8T24Q,"Audio CD,MP3 Music",9,4,The Horror of Realization,2005,
Limp Bizkit,B00004T1DP,Audio CD,9,4,Break Stuff,2000,
Various Artists,B0002IQHJS,Audio CD,9,4,Motorcycle Mania 3,2004,
Bite The Bullet,B08QRTPHDT,"Audio CD,MP3 Music",9,4,Black & White,2021,
Dimmu Borgir,B006PWX6OO,"MP3 Music,Audio CD",9,4,World Misanthropy,2002,
H-Blockx,B000TQCXL4,"Audio CD,MP3 Music",9,4,Open Letter to a Friend,,
Merciless,B000SCSHJ6,"Audio CD,MP3 Music,Audio CD,Vinyl",9,4,The Treasures Within,,
Andrew W.K.,B0000A59Y2,"Audio CD,MP3 Music",9,4,Tear It Up / Your Rules Single &,2003,
Cave In,B00005UF41,Audio CD,9,4,Lift Off/Lost In Air Single,2002,
Subzero,B000026T0R,"Audio CD,MP3 Music",9,4,Happiness Without Peace,,
Gothminister,B0007VCVY0,"Audio CD,MP3 Music",13,3.9,Empire of Dark Salvation,2005,
Vision of Disorder,B00000JPWZ,"Audio CD,MP3 Music,Vinyl",13,3.9,For Bleeders,1999,
Hell Within,B0007VROH4,"Audio CD,MP3 Music",13,3.9,ASYLUM OF THE HUMAN,2005,
Disturbed,B00008W2JC,"Audio CD,Vinyl",13,3.9,Prayer,,
Roxx Records,B0BB84C9BQ,"Audio CD,MP3 Music,Vinyl",3,4.6,ALL FOR THE KING - Let There Be Light 2022 Brand New Christian Metal FFO: Stryper,2022,
HDK,B001OF5MFS,Audio CD,3,4.6,System Overload,2009,
Sons of Otis,B001R7IGJM,"Audio CD,MP3 Music",3,4.6,Exiled,2009,
Maestitium,B08P88G3JW,"Audio CD,MP3 Music",3,4.6,Tale Of The Endless,2021,
Falls of Rauros,B08R7C2L33,"Audio CD,MP3 Music,Vinyl",3,4.6,Believe In No Coming Shore,2021,
Neptune,B08GTCY5W8,"Audio CD,MP3 Music,Vinyl",3,4.6,Northern Steel,2020,
Svartkonst,B084QLCYF3,"Audio CD,MP3 Music,Vinyl",3,4.6,Black Waves,2020,
Grorr,B08TQCXS38,"Audio CD,MP3 Music,Vinyl",3,4.6,Ddulden's Last Flight,2021,
Fear Factory,B00002DD1L,Audio CD,3,4.6,Cars, | ,
Toxic Ruin,B096TTQDB6,"Vinyl,MP3 Music,Audio CD",3,4.6,Nightmare Eclipse,2021,
Cadaveric Incubator,B093RRQCPK,"Audio CD,MP3 Music,Vinyl",3,4.6,Nightmare Necropolis,2021,
Lordi,B08NDRCVSS,Vinyl,3,4.6,Killection Clear Magenta,2021,
Psycroptic,B08M83WYNF,"Vinyl,MP3 Music",3,4.6,The Watcher of All Lim.Red Smoked,2020,
TENGGER CAVALRY,B00D4TQIEQ,Audio CD,3,4.6,The Expedition,2013,
Diablo,B001CWBP0O,"Audio CD,MP3 Music",3,4.6,Icaros,2008,
Hate Forest,B08SCVCJ8V,Audio CD,3,4.6,Battlefields,2021,
Varde,B08KFWJJS2,"Audio CD,MP3 Music,Vinyl",3,4.6,Fedraminne,2020,
Darker Half,B0851LW5TW,"Audio CD,MP3 Music,Vinyl",3,4.6,If You Only Knew,2020,
Abramis Brama,B082BXG1SL,"Vinyl,MP3 Music,Audio CD",3,4.6,Rubicon,2020,
Rainbows Are Free,B00J1R5TTU,"Vinyl,MP3 Music,Audio CD",3,4.6,Waves Ahead Of The Ocean,2023,
Rage Against The Machine,B00BEH65A2,,3,4.6,Rage Against The Machine No Shelter RED VINYL 45,,
LCD Soundsystem,B007P69KWG,"Audio CD,Vinyl",3,4.6,Someone Great,2007,
Fuck Off,B003VCD4FW,"Audio CD,MP3 Music",3,4.6,Hell on Earth Re-Edicion,,
The Paper Sons,B0037VNTZC,"Audio CD,MP3 Music",3,4.6,In the Throes,2010,
Napalm Death,B002J4MPJE,"Audio CD,Audio CD",3,4.6,From Enslavement To Obliteration + Scum [RARE],1990,
Johnny Truant,B001EN5I9U,"Audio CD,MP3 Music",3,4.6,No Tears for the Creatures,2008,
Kingdom of Sorrow,B001EDLCE0,Audio CD,3,4.6,Summer Tour Survival Guide,", et al.",
Rollins Band,B0013LFXG6,"Audio CD,Vinyl",3,4.6,Tearing,,
Machine Head,B000O76PMG,"Audio CD,Audio CD",3,4.6,More Things Change,2008,
Anthrax,B000LXJTEY,Vinyl,3,4.6,I Am the Law,,
Evoken,B000I279FO,"Audio CD,MP3 Music,Audio CD,Vinyl",3,4.6,Embrace the Emptiness,1998,
XRepresentX,B000GW8PTA,"Audio CD,MP3 Music",3,4.6,True at All Costs,2006,
Sengir,B000FFL072,Audio CD,3,4.6,Sign of Devotion,2010,
Meshuggah,B000F4UNLC,"Audio CD,Audio CD",3,4.6,Selfcaged,1995,
,B000A345HQ,DVD,3,4.6,"Recollection, Vol. 3: Relapse Video Collection",,
Mastodon,B00069BMLQ,Audio CD,3,4.6,Leviathan,2004,
Prime sth,B000069KLS,Audio CD,3,4.6,"Underneath The Surface [CD, DE, Rebelution RE 1004-2]",2002,
VARIOUS ARTISTS,B000065DTJ,"Audio CD,MP3 Music",3,4.6,Revelation Rarities,2002,
Sphinx,B00005YJUN,"Audio CD,Vinyl",3,4.6,What Hope Have I,1995,
Mushroom River Band,B00005HUKU,"Audio CD,MP3 Music",3,4.6,Music for World Beyond,2001,
Lana Lane,B00004SSLW,Audio CD,3,4.6,Echoes from the Garden,2000,
Ministry,B00000JFZF,Audio CD,3,4.6,Bad Blood / Happy Dust,1999,
Mesomorph Enduros,B0000083L5,"Audio CD,Vinyl",3,4.6,Mesomorph Enduros,,
Skunk Anansie,B000007VWG,Audio CD,3,4.6,Brazen Weep,,
Soulfly,B000007PEL,Audio CD,3,4.6,Bleed,2004,
My Own Victim,B000005HND,"Audio CD,MP3 Music",3,4.6,No Voice No Rights No Freedom,1997,
Wig,B000001E6L,"Audio Cassette,Audio CD",3,4.6,Deliverance,1994,
Smackmelon,B000001BGM,Audio CD,3,4.6,Smackmelon,1994,
Various Artists,B000000NRR,"Vinyl,MP3 Music,Audio CD",3,4.6,Twisted Willie,1996,
Jimmie's Chicken Shack,B0001MZ7TG,"Audio CD,MP3 Music",12,3.9,Represent,2004,
Yesterdays Rising,B000BDJ2P0,"Audio CD,MP3 Music",12,3.9,Lightworker,2005,
The Forsaken,B000B8T1RY,"Audio CD,MP3 Music,Audio CD",12,3.9,Traces Of The Past,2003,
Korn,B000CPMQLY,Audio CD,2,5,"Korn ""Greatest Hits Vol. 1"" [SPECIAL LIMITED EDITION Bonus Dvd: Live At CBGB - November 24, 2003] (Explicit Version)",,
Nashville Pussy,B0007WV2EE,Audio CD,5,4.2,Eat More Pussy,1998,
Various Artists,B00004RCRD,Audio CD,2,5,Milwaukee Bucks: G.H. 1,2000,
Wachenfeldt,B07LD23M37,"Audio CD,MP3 Music",2,5,The Interpreter,2019,
Sinister,B002BANC4I,Audio CD,2,5,Hate & Bastard Saints,2009,
Beowulf,B000000WWQ,Audio CD,5,4.2,Beowulf,1997,
Marilyn Manson,B000005JUZ,Audio CD,8,4,Sweet Dreams,2004,
Various Artists,B000008LIU,Audio CD,2,5,Theodore: Alt Sampler,1990,
Various Artists,B000042OF0,Audio CD,2,5,Double Shot: Metal,2000,
Goblin Cock,B000BITTJO,"Audio CD,MP3 Music,Vinyl",8,4,Bagged and Boarded,2005,
Apocalyptica,B09BY85LQM,"Vinyl,Audio CD",2,5,Obscene Repressed Ltd. Creamy w/ 2 bonus tracks,2021,
Kaonashi,B09CGHNX3T,"Vinyl,MP3 Music,Audio CD",2,5,"Dear Lemon House, You Ruined Me: Senior Year",2021,
Spiderbait,B00000J9YU,"Audio CD,MP3 Music",2,5,Shashavaglava,1998,
thoughtcrimes,B09FNTN93N,"Vinyl,MP3 Music",2,5,Tap Night,2021,
Sevendust,B00004KH50,Audio CD,2,5,Licking Cream,2000,
Va-Judas Priest,B000005HMW,Audio CD,2,5,Tribute to Judas Priest: Legends of Metal,1997,
Xorcist,B0000030ZP,"Audio CD,MP3 Music",2,5,Damned Souls,1995,
Oracle,B000003FTZ,"Audio CD,MP3 Music,Audio, Cassette",5,4.2,Oracle,1994,
George Tsalikis,B08VYFJRYL,"Audio CD,MP3 Music",2,5,Return To Power,2021,
Alice In Chains,B008GI3DGG,Audio CD,2,5,Alice In Chains Live & Unchained,,
Various Artists,B007W8REDY,"Audio CD,Vinyl",2,5,New Rides of the Furious Swampriders,", et al.",
Duck Duck Goose,B0040Z7UDG,"Audio CD,MP3 Music",2,5,Off Yourself,2010,
Saliva,B00008NGGS,Audio CD,2,5,Big Air Experience,2003,
SCREAM 3 / O.S.T.,B00006I8TL,"Audio CD,Audio CD",5,4.2,Scream 3,2007,
Rob Zombie,B00000IBCV,Audio CD,2,5,Living Dead Girl,1999,
Unlord,B096CRR157,Audio CD,2,5,Unlord,2021,
Stilla,B08TMV5M1B,"Vinyl,MP3 Music,Audio CD",2,5,Till Stilla Falla,2021,
