Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
206,George Hill,PG,36,MIL,35,0,19.1,1.7,3.8,.447,0.7,2.1,.311,1.0,1.7,.621,.534,1.0,1.3,.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5.0,hillge01
206,George Hill,PG,36,IND,7,1,15.3,1.6,3.1,.500,0.7,1.9,.385,0.9,1.3,.667,.614,0.3,0.3,1.000,0.1,1.7,1.9,1.7,0.7,0.4,0.7,1.1,4.1,hillge01
207,Malcolm Hill,SF,27,CHI,5,0,1.8,0.4,0.8,.500,0.2,0.6,.333,0.2,0.2,1.000,.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,hillma01
208,Aaron Holiday,PG,26,ATL,57,5,13.7,1.5,3.5,.423,0.6,1.4,.418,0.9,2.1,.426,.505,0.4,0.5,.833,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,4.0,holidaa01
209,Jrue Holiday,PG,32,MIL,62,60,32.7,7.1,15.1,.471,2.3,6.2,.379,4.8,8.9,.535,.549,2.3,2.6,.866,1.1,3.9,5.0,7.3,1.2,0.4,2.9,1.7,18.9,holidjr01
210,Justin Holiday,SG,33,TOT,41,2,15.3,1.7,4.4,.385,1.1,3.1,.344,0.6,1.2,.490,.508,0.0,0.0,.000,0.1,1.0,1.1,0.9,0.4,0.4,0.5,1.5,4.4,holidju01
210,Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,.384,1.1,3.1,.345,0.6,1.4,.474,.504,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,holidju01
210,Justin Holiday,SG,33,DAL,13,2,16.8,1.6,4.2,.389,1.1,3.2,.341,0.5,1.0,.538,.519,0.0,0.2,.000,0.2,1.5,1.6,0.9,0.8,0.6,0.6,1.9,4.3,holidju01
211,Richaun Holmes,C,29,SAC,37,1,8.5,1.3,2.0,.662,0.1,0.1,.800,1.2,1.9,.652,.689,0.4,0.5,.824,0.7,1.3,2.0,0.1,0.1,0.3,0.4,1.3,3.1,holmeri01
212,Al Horford,C,36,BOS,58,58,30.9,3.6,7.5,.485,2.3,5.0,.457,1.4,2.5,.541,.637,0.3,0.4,.714,1.2,5.0,6.2,2.9,0.5,0.9,0.6,1.9,9.8,horfoal01
213,Talen Horton-Tucker,SG,22,UTA,60,15,19.1,3.5,8.4,.412,0.8,2.9,.275,2.7,5.5,.482,.458,1.6,2.2,.752,0.6,2.5,3.0,3.5,0.6,0.5,1.9,1.7,9.3,hortota01
214,Danuel House Jr.,SF,29,PHI,48,4,14.3,1.5,3.1,.480,0.7,1.9,.356,0.8,1.3,.667,.587,0.6,0.9,.705,0.2,1.5,1.7,0.7,0.3,0.2,0.5,1.2,4.3,houseda01
215,Caleb Houstan,SF,20,ORL,44,2,15.3,1.3,3.3,.389,0.9,2.4,.365,0.4,0.9,.450,.521,0.3,0.3,.846,0.7,1.4,2.1,0.5,0.2,0.1,0.3,1.4,3.7,houstca01
216,Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,.222,0.4,1.6,.250,0.0,0.2,.000,.333,0.6,0.6,1.000,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8,hudgitr01
217,Kevin Huerter,SG,24,SAC,68,68,29.7,5.6,11.5,.488,2.8,6.8,.407,2.9,4.8,.604,.608,1.4,1.9,.719,0.6,2.8,3.4,3.0,1.1,0.3,1.3,2.4,15.4,huertke01
218,Jay Huff,C,24,WAS,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,1.7,1.7,1.000,0.0,1.3,1.3,0.3,0.0,0.0,0.7,0.3,2.3,huffja01
219,De'Andre Hunter,SF,25,ATL,64,63,31.4,5.6,12.0,.464,1.5,4.2,.361,4.1,7.8,.519,.527,2.6,3.2,.822,0.7,3.5,4.2,1.4,0.5,0.3,1.2,2.9,15.3,huntede01
220,Bones Hyland,PG,22,TOT,49,1,19.2,4.0,10.1,.397,2.1,5.6,.376,1.9,4.5,.423,.501,1.6,1.9,.851,0.3,1.9,2.2,3.0,0.7,0.3,1.6,1.7,11.8,hylanbo01
220,Bones Hyland,PG,22,DEN,42,1,19.5,4.1,10.3,.399,2.2,5.7,.378,2.0,4.6,.425,.503,1.7,2.0,.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1,hylanbo01
220,Bones Hyland,PG,22,LAC,7,0,17.3,3.4,8.9,.387,1.7,4.7,.364,1.7,4.1,.414,.484,1.3,1.7,.750,1.0,2.4,3.4,3.1,0.6,0.1,1.3,2.6,9.9,hylanbo01
221,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,.481,0.4,1.1,.333,1.3,2.3,.556,.537,0.5,0.8,.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,ibakase01
222,Andre Iguodala,SF,39,GSW,8,0,14.1,0.9,1.9,.467,0.1,1.1,.111,0.8,0.8,1.000,.500,0.3,0.4,.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,iguodan01
223,Joe Ingles,SF,35,MIL,40,0,22.9,2.4,5.5,.441,1.8,4.5,.410,0.6,1.1,.571,.607,0.5,0.5,.857,0.3,2.7,3.0,3.2,0.7,0.1,1.2,1.7,7.1,inglejo01
224,Brandon Ingram,SF,25,NOP,37,37,33.2,8.7,18.2,.477,1.6,4.0,.399,7.1,14.2,.499,.521,4.9,5.6,.880,0.4,4.6,5.0,5.4,0.6,0.4,3.1,2.6,23.9,ingrabr01
225,Kyrie Irving,PG,30,TOT,54,54,37.1,9.9,20.2,.490,3.2,8.5,.377,6.7,11.7,.573,.570,4.2,4.6,.896,1.0,4.1,5.2,5.5,1.0,0.7,2.2,2.8,27.2,irvinky01
225,Kyrie Irving,PG,30,BRK,40,40,37.0,10.0,20.5,.486,3.3,8.7,.374,6.7,11.8,.569,.565,4.0,4.5,.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,irvinky01
225,Kyrie Irving,PG,30,DAL,14,14,37.6,9.9,19.6,.504,3.1,8.1,.389,6.7,11.5,.584,.584,4.8,5.1,.931,1.2,4.1,5.4,6.1,1.1,0.5,2.1,2.9,27.6,irvinky01
226,Jonathan Isaac,PF,25,ORL,11,0,11.3,2.0,4.8,.415,0.5,1.4,.400,1.5,3.5,.421,.472,0.5,0.8,.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0,isaacjo01
227,Jaden Ivey,SG,20,DET,66,65,30.6,5.2,12.7,.412,1.5,4.4,.331,3.7,8.2,.456,.470,3.5,4.8,.730,1.0,2.9,3.9,4.9,0.8,0.3,3.0,3.2,15.4,iveyja01
228,Frank Jackson,PG,24,UTA,1,0,5.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,jacksfr01
229,Isaiah Jackson,C,21,IND,56,8,15.7,2.8,4.8,.576,0.0,0.3,.143,2.7,4.6,.600,.580,1.4,2.2,.653,1.7,2.6,4.2,0.8,0.5,1.4,0.8,2.3,7.0,jacksis01
230,Jaren Jackson Jr.,C,23,MEM,56,56,28.1,6.4,12.8,.500,1.5,4.5,.333,4.9,8.3,.591,.559,3.7,4.8,.780,1.7,5.0,6.6,0.9,1.0,3.0,1.6,3.5,18.0,jacksja02
231,Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,.259,0.2,0.9,.250,0.1,0.3,.286,.352,0.0,0.1,.500,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,jacksju01
232,Quenton Jackson,PG,24,WAS,4,0,2.8,0.8,1.5,.500,0.3,0.8,.333,0.5,0.8,.667,.583,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.3,1.8,jacksqu01
233,Reggie Jackson,PG,32,TOT,62,38,24.6,3.8,9.4,.405,1.4,4.1,.342,2.4,5.2,.455,.481,1.1,1.2,.905,0.4,1.7,2.1,3.4,0.7,0.1,1.7,1.7,10.1,jacksre01
233,Reggie Jackson,PG,32,LAC,52,38,25.7,4.1,9.8,.418,1.5,4.2,.350,2.6,5.6,.469,.493,1.2,1.3,.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9,jacksre01
233,Reggie Jackson,PG,32,DEN,10,0,18.6,2.2,7.0,.314,1.1,3.7,.297,1.1,3.3,.333,.393,0.6,0.8,.750,0.2,1.2,1.4,3.0,0.5,0.1,1.1,1.3,6.1,jacksre01
234,LeBron James,PF,38,LAL,47,47,36.1,11.3,22.6,.501,2.1,6.9,.308,9.2,15.7,.587,.549,4.8,6.3,.759,1.2,7.2,8.4,6.9,0.9,0.6,3.1,1.7,29.5,jamesle01
235,Ty Jerome,SG,25,GSW,44,2,18.5,2.7,5.5,.488,0.8,2.0,.389,1.9,3.5,.546,.560,0.9,0.9,.927,0.2,1.6,1.8,3.1,0.5,0.1,0.7,1.5,7.0,jeromty01
236,Isaiah Joe,SG,23,OKC,66,8,18.3,2.9,6.5,.448,2.2,5.2,.420,0.7,1.3,.557,.615,0.9,1.0,.826,0.3,2.0,2.3,1.1,0.6,0.1,0.5,1.4,8.9,joeis01
237,Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,.500,0.0,0.5,.000,0.8,1.0,.750,.500,0.3,0.5,.500,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,johnsal02
238,Cameron Johnson,PF,26,TOT,35,34,27.9,5.1,11.2,.454,2.5,6.3,.401,2.5,4.9,.524,.568,2.4,2.9,.822,0.7,3.5,4.3,1.7,1.2,0.3,0.7,2.0,15.1,johnsca02
238,Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,.474,2.6,5.8,.455,2.2,4.4,.500,.604,1.6,1.9,.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9,johnsca02
238,Cameron Johnson,PF,26,BRK,18,18,30.4,5.3,12.2,.438,2.4,6.8,.358,2.9,5.3,.542,.539,3.1,3.8,.824,0.7,4.0,4.7,1.9,1.4,0.3,0.9,2.3,16.2,johnsca02
239,Jalen Johnson,SF,21,ATL,64,6,14.5,2.0,4.3,.480,0.4,1.4,.292,1.6,2.9,.571,.527,0.7,1.0,.652,0.7,3.2,3.9,1.0,0.5,0.4,0.5,1.5,5.2,johnsja05
240,James Johnson,PF,35,IND,15,1,8.7,1.1,2.5,.421,0.2,0.9,.231,0.9,1.7,.520,.461,0.3,0.5,.500,0.1,1.3,1.5,0.7,0.3,0.4,0.3,1.8,2.6,johnsja01
241,Keldon Johnson,SF,23,SAS,61,61,32.8,8.0,17.6,.453,2.1,6.4,.332,5.8,11.1,.524,.514,3.9,5.2,.748,0.9,4.2,5.1,2.9,0.7,0.2,2.1,2.0,22.0,johnske04
242,Keon Johnson,SG,20,POR,38,0,9.6,1.5,4.1,.364,0.6,1.8,.329,0.9,2.2,.393,.438,0.5,0.8,.645,0.3,0.8,1.1,1.3,0.5,0.2,0.9,1.1,4.1,johnske07
243,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,.533,0.6,1.3,.450,1.6,2.7,.573,.607,0.9,1.3,.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,johnsst04
244,Nikola Jokić,C,27,DEN,66,66,33.9,9.5,15.0,.633,0.9,2.2,.390,8.7,12.8,.675,.662,5.0,6.1,.823,2.5,9.4,11.8,9.9,1.3,0.6,3.5,2.5,24.9,jokicni01
245,Carlik Jones,PG,25,CHI,2,0,11.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,0.5,2.0,.250,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,1.5,jonesca03
246,Damian Jones,C,27,TOT,34,1,9.7,1.1,1.8,.581,0.1,0.3,.444,0.9,1.6,.604,.613,0.6,0.7,.760,1.0,1.6,2.6,0.3,0.2,0.6,0.4,1.1,2.8,jonesda03
246,Damian Jones,C,27,LAL,22,1,8.0,0.9,1.7,.541,0.0,0.1,.000,0.9,1.5,.588,.541,0.7,0.9,.750,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,jonesda03
246,Damian Jones,C,27,UTA,12,0,12.8,1.3,2.1,.640,0.3,0.5,.667,1.0,1.6,.632,.720,0.3,0.4,.800,1.3,1.6,2.9,0.5,0.3,0.7,0.5,1.7,3.3,jonesda03
247,Derrick Jones Jr.,SF,25,CHI,56,0,13.9,1.8,3.6,.508,0.4,1.1,.317,1.4,2.4,.596,.558,1.1,1.4,.766,0.9,1.4,2.4,0.6,0.4,0.6,0.4,1.3,5.0,jonesde02
248,Herbert Jones,SF,24,NOP,58,58,28.9,3.4,7.5,.457,0.7,2.5,.293,2.7,5.0,.542,.507,1.8,2.4,.739,1.5,2.5,4.0,2.4,1.6,0.6,1.3,3.2,9.4,joneshe01
249,Kai Jones,C,22,CHO,39,0,10.3,1.3,2.3,.557,0.1,0.3,.250,1.2,1.9,.605,.574,0.4,0.5,.750,0.8,1.6,2.4,0.2,0.3,0.6,0.5,1.4,3.0,joneska01
250,Tre Jones,PG,23,SAS,60,57,29.2,4.9,11.0,.444,0.6,2.4,.261,4.3,8.6,.494,.472,2.1,2.4,.870,0.8,2.7,3.5,6.4,1.3,0.2,1.6,1.5,12.5,jonestr01
251,Tyus Jones,PG,26,MEM,73,20,24.1,4.0,8.9,.444,1.5,4.0,.386,2.4,4.9,.492,.531,1.0,1.3,.804,0.4,2.1,2.4,5.0,1.0,0.1,0.9,0.4,10.5,jonesty01
252,DeAndre Jordan,C,34,DEN,35,5,14.3,2.1,2.8,.773,0.0,0.0,1.000,2.1,2.7,.771,.778,0.5,1.2,.439,1.2,3.6,4.8,0.9,0.2,0.6,1.2,1.9,4.8,jordade01
253,Cory Joseph,PG,31,DET,54,2,18.5,2.2,5.2,.427,0.9,2.5,.376,1.3,2.7,.473,.516,1.0,1.2,.806,0.3,1.3,1.6,3.4,0.5,0.1,0.9,1.4,6.4,josepco01
254,Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,.406,0.5,2.3,.229,1.3,2.3,.588,.464,1.2,1.3,.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,jovicni01
255,Johnny Juzang,SF,21,UTA,12,0,11.3,1.5,4.8,.316,0.9,3.4,.268,0.6,1.3,.438,.412,0.2,0.3,.500,0.3,1.5,1.8,0.3,0.2,0.3,0.2,0.8,4.1,juzanjo01
256,Mfiondu Kabengele,PF,25,BOS,2,0,7.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,1.5,1.0,2.5,0.0,0.0,0.0,0.5,1.5,1.0,kabenmf01
257,Frank Kaminsky,C,29,TOT,33,0,6.4,0.8,1.7,.491,0.4,0.9,.400,0.5,0.8,.600,.600,0.4,0.5,.875,0.1,1.2,1.4,0.8,0.2,0.1,0.3,0.7,2.4,kaminfr01
257,Frank Kaminsky,C,29,ATL,26,0,6.8,1.0,1.7,.568,0.4,0.9,.478,0.5,0.8,.667,.693,0.4,0.5,.833,0.1,1.3,1.4,0.8,0.2,0.0,0.3,0.8,2.7,kaminfr01
257,Frank Kaminsky,C,29,HOU,7,0,5.1,0.3,1.6,.182,0.1,1.0,.143,0.1,0.6,.250,.227,0.6,0.6,1.000,0.1,1.1,1.3,1.0,0.1,0.3,0.0,0.1,1.3,kaminfr01
258,Trevor Keels,SG,19,NYK,2,0,2.0,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,keelstr01
259,Luke Kennard,SG,26,TOT,52,11,21.2,2.9,6.1,.476,2.0,4.2,.486,0.9,1.9,.455,.644,0.7,0.7,.944,0.2,2.2,2.4,1.4,0.5,0.1,0.8,1.4,8.5,kennalu01
259,Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6.0,.464,1.7,3.8,.447,1.1,2.3,.494,.604,0.5,0.6,.950,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,kennalu01
259,Luke Kennard,SG,26,MEM,17,0,22.3,3.1,6.2,.500,2.8,5.1,.547,0.4,1.2,.300,.722,0.9,0.9,.938,0.2,2.2,2.4,2.1,0.5,0.0,0.6,1.5,9.9,kennalu01
260,Walker Kessler,C,21,UTA,70,36,22.8,3.9,5.4,.722,0.0,0.0,.500,3.9,5.4,.723,.724,1.1,2.2,.523,3.1,5.2,8.3,0.9,0.4,2.3,0.8,2.3,8.9,kesslwa01
261,Braxton Key,SF,25,DET,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,keybr01
262,Corey Kispert,SF,23,WAS,66,37,27.8,3.6,7.2,.498,2.0,4.8,.420,1.6,2.5,.646,.636,0.9,1.1,.847,0.4,2.3,2.8,1.2,0.5,0.1,0.7,1.3,10.1,kispeco01
263,Maxi Kleber,C,31,DAL,32,5,25.7,2.1,4.5,.462,1.0,2.9,.340,1.1,1.6,.686,.572,0.7,1.0,.667,0.9,2.9,3.8,1.3,0.3,0.8,0.6,2.3,5.9,klebima01
264,Nathan Knight,PF,25,MIN,36,0,7.9,1.2,2.2,.564,0.2,0.6,.364,1.0,1.6,.643,.615,1.1,1.5,.691,0.6,0.9,1.5,0.4,0.3,0.2,0.5,1.0,3.7,knighna01
265,Kevin Knox,PF-SF,23,TOT,54,1,12.8,1.9,3.9,.474,0.9,2.4,.359,1.0,1.5,.663,.585,0.5,0.7,.806,0.4,1.9,2.4,0.3,0.3,0.2,0.6,1.6,5.1,knoxke01
265,Kevin Knox,PF,23,DET,42,1,14.1,2.0,4.3,.469,1.0,2.8,.371,1.0,1.5,.651,.589,0.6,0.8,.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,knoxke01
265,Kevin Knox,SF,23,POR,12,0,8.1,1.3,2.7,.500,0.3,1.3,.267,1.0,1.4,.706,.563,0.3,0.3,1.000,0.3,1.3,1.6,0.3,0.2,0.0,0.1,0.8,3.3,knoxke01
266,Christian Koloko,C,22,TOR,51,19,14.0,1.2,2.6,.470,0.0,0.2,.100,1.2,2.4,.500,.474,0.7,1.1,.655,1.5,1.6,3.1,0.5,0.3,1.1,0.4,2.4,3.2,kolokch01
267,John Konchar,SG,26,MEM,65,22,21.0,1.9,4.5,.427,0.9,2.6,.351,1.0,1.9,.528,.527,0.4,0.5,.818,0.8,3.4,4.3,1.3,1.0,0.3,0.5,1.6,5.2,konchjo01
268,Furkan Korkmaz,SG,25,PHI,32,0,8.9,1.2,2.8,.427,0.4,1.2,.351,0.8,1.6,.481,.500,0.7,1.0,.688,0.2,0.8,1.0,0.6,0.2,0.1,0.6,0.3,3.5,korkmfu01
269,Luke Kornet,C,27,BOS,61,0,11.5,1.6,2.3,.685,0.0,0.2,.300,1.6,2.2,.714,.696,0.5,0.6,.811,1.3,1.6,2.8,0.7,0.2,0.7,0.4,1.2,3.8,kornelu01
270,Vit Krejci,PG,22,ATL,24,0,5.3,0.5,1.3,.419,0.2,0.8,.278,0.3,0.5,.615,.500,0.0,0.1,.500,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.5,1.3,krejcvi01
271,Jonathan Kuminga,PF,20,GSW,60,13,20.6,3.8,7.5,.511,0.8,2.3,.356,3.0,5.2,.578,.565,1.3,2.0,.653,1.0,2.3,3.4,1.9,0.6,0.5,1.5,2.4,9.7,kuminjo01
272,Kyle Kuzma,PF,27,WAS,64,64,35.0,8.0,17.8,.448,2.5,7.5,.333,5.5,10.3,.533,.518,2.7,3.7,.730,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,kuzmaky01
273,Anthony Lamb,SF,25,GSW,55,3,19.9,2.5,5.3,.473,1.3,3.5,.374,1.2,1.9,.657,.594,0.7,1.0,.759,0.9,2.6,3.5,1.6,0.5,0.3,0.9,2.3,7.1,lamban01
274,Jock Landale,C,27,PHO,65,3,14.2,2.5,4.8,.523,0.3,1.3,.244,2.2,3.5,.623,.555,1.2,1.6,.765,1.7,2.3,4.0,1.0,0.2,0.5,0.9,1.9,6.5,landajo01
275,Romeo Langford,SG,23,SAS,37,21,20.2,3.0,6.2,.478,0.4,1.4,.269,2.6,4.8,.539,.509,0.9,1.3,.681,1.4,1.4,2.8,1.2,0.5,0.4,0.6,1.7,7.2,langfro01
276,Jake LaRavia,PF,21,MEM,33,0,11.8,1.1,2.8,.385,0.7,2.0,.328,0.4,0.7,.542,.505,0.2,0.3,.778,0.5,1.3,1.8,0.6,0.4,0.1,0.5,1.5,3.0,laravja01
277,Zach LaVine,SG,27,CHI,69,69,36.3,8.7,18.1,.481,2.8,7.3,.385,5.9,10.9,.545,.558,4.8,5.6,.848,0.6,4.0,4.6,4.2,0.9,0.2,2.6,2.1,25.0,lavinza01
278,A.J. Lawson,SG,22,TOT,13,0,4.8,1.0,2.0,.500,0.5,1.2,.438,0.5,0.8,.600,.635,0.1,0.2,.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.6,lawsoaj01
278,A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,lawsoaj01
278,A.J. Lawson,SG,22,DAL,12,0,5.1,1.0,2.1,.480,0.6,1.3,.438,0.4,0.8,.556,.620,0.1,0.3,.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.7,lawsoaj01
279,Damion Lee,SG,30,PHO,70,5,20.7,2.7,6.2,.444,1.5,3.4,.446,1.2,2.7,.443,.568,1.3,1.5,.902,0.5,2.6,3.1,1.4,0.4,0.1,1.1,1.6,8.3,leeda03
280,Saben Lee,PG,23,TOT,22,0,13.7,1.7,4.0,.420,0.3,0.9,.350,1.4,3.1,.441,.460,1.6,2.1,.766,0.5,1.2,1.7,2.5,0.7,0.0,1.0,1.2,5.3,leesa01
280,Saben Lee,PG,23,PHI,2,0,5.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,leesa01
280,Saben Lee,PG,23,PHO,20,0,14.6,1.7,4.2,.405,0.4,1.0,.368,1.4,3.3,.415,.446,1.8,2.4,.766,0.6,1.3,1.9,2.7,0.7,0.1,1.0,1.3,5.6,leesa01
281,Alex Len,C,29,SAC,18,1,3.2,0.3,0.7,.417,0.0,0.1,.000,0.3,0.6,.500,.417,0.2,0.2,.750,0.2,0.7,0.9,0.3,0.0,0.0,0.5,0.7,0.7,lenal01
282,Kawhi Leonard,SF,31,LAC,46,44,33.6,8.5,16.7,.512,1.9,4.7,.409,6.6,12.0,.552,.569,4.7,5.4,.867,1.2,5.2,6.3,3.9,1.5,0.5,1.7,1.6,23.7,leonaka01
283,Meyers Leonard,C,30,MIL,6,0,8.5,1.3,2.3,.571,0.8,1.7,.500,0.5,0.7,.750,.750,0.5,0.7,.750,0.3,1.8,2.2,0.0,0.2,0.0,0.3,1.2,4.0,leoname01
284,Caris LeVert,SG,28,CLE,69,28,30.0,4.3,10.1,.424,1.6,4.3,.379,2.6,5.8,.457,.505,1.8,2.5,.733,0.8,3.1,3.9,3.9,1.0,0.3,1.6,2.3,12.0,leverca01
285,Kira Lewis Jr.,PG,21,NOP,23,0,9.8,1.7,3.7,.442,0.6,1.4,.406,1.1,2.3,.463,.517,0.7,0.9,.850,0.2,1.2,1.4,0.9,0.4,0.1,0.4,1.0,4.6,lewiski01
286,Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,.463,4.2,11.3,.371,5.4,9.4,.574,.564,8.8,9.6,.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,lillada01
287,Nassir Little,SF,22,POR,50,2,17.5,2.3,5.0,.454,1.0,2.7,.380,1.2,2.3,.544,.558,0.5,0.8,.692,0.5,2.1,2.6,0.9,0.3,0.4,0.6,1.2,6.1,littlna01
288,Isaiah Livers,PF,24,DET,47,17,22.6,2.2,5.4,.410,1.4,3.9,.350,0.9,1.6,.562,.535,0.6,0.7,.788,0.5,2.0,2.6,0.8,0.6,0.5,0.6,1.9,6.4,liveris01
289,Kenneth Lofton Jr.,PF,20,MEM,18,0,5.3,1.4,2.9,.500,0.3,0.7,.417,1.2,2.2,.525,.548,0.3,0.6,.545,0.5,0.9,1.4,0.9,0.2,0.1,0.3,1.0,3.5,loftoke01
290,Kevon Looney,C,26,GSW,75,66,23.7,3.1,4.7,.648,0.0,0.0,.000,3.1,4.7,.650,.648,1.1,1.9,.597,3.3,5.9,9.2,2.5,0.6,0.6,0.5,2.8,7.3,looneke01
291,Brook Lopez,C,34,MIL,72,72,30.4,6.0,11.5,.521,1.8,4.8,.375,4.2,6.6,.628,.601,1.8,2.3,.776,1.9,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.5,lopezbr01
292,Robin Lopez,C,34,CLE,34,1,7.5,1.1,1.8,.650,0.1,0.1,.667,1.1,1.7,.649,.667,0.4,0.5,.750,0.6,0.7,1.3,0.4,0.0,0.2,0.6,1.0,2.7,lopezro01
293,Kevin Love,PF,34,TOT,56,18,20.3,2.7,6.8,.389,1.6,4.8,.338,1.1,2.1,.504,.507,1.3,1.5,.880,1.0,5.6,6.6,1.9,0.2,0.2,1.2,1.6,8.2,loveke01
293,Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,.389,1.7,4.8,.354,1.0,2.2,.467,.511,1.4,1.5,.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,loveke01
293,Kevin Love,PF,34,MIA,15,15,21.2,2.5,6.5,.388,1.4,4.7,.296,1.1,1.8,.630,.495,1.1,1.3,.850,0.9,5.1,6.0,2.0,0.4,0.2,1.2,1.7,7.6,loveke01
294,Kyle Lowry,PG,36,MIA,50,44,32.2,3.7,9.2,.407,2.0,5.8,.351,1.7,3.4,.506,.519,2.1,2.5,.854,0.8,3.4,4.2,5.1,1.0,0.4,2.0,2.7,11.6,lowryky01
295,Trey Lyles,PF,27,SAC,66,0,16.7,2.6,5.4,.475,1.2,3.2,.373,1.4,2.3,.617,.584,1.5,1.8,.814,0.9,3.0,3.9,0.9,0.3,0.4,0.8,1.3,7.8,lylestr01
296,Théo Maledon,PG,21,CHO,37,1,16.3,1.8,4.4,.404,0.6,1.7,.328,1.2,2.6,.454,.469,1.3,1.5,.875,0.2,2.1,2.4,2.4,0.7,0.2,0.9,1.1,5.4,maledth01
297,Sandro Mamukelashvili,C,23,TOT,35,3,13.0,1.6,4.1,.386,0.6,2.0,.286,1.0,2.1,.480,.455,0.7,1.1,.684,1.3,2.3,3.5,1.1,0.3,0.3,0.6,1.3,4.5,mamuksa01
297,Sandro Mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,.328,0.3,1.3,.219,0.5,1.1,.462,.388,0.5,0.8,.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,mamuksa01
297,Sandro Mamukelashvili,C,23,SAS,11,3,21.7,3.4,7.9,.425,1.2,3.5,.342,2.2,4.5,.490,.500,1.3,1.8,.700,2.5,3.7,6.2,2.0,0.5,0.4,1.0,2.3,9.2,mamuksa01
