id,satisfaction
2926,satisfied
23566,satisfied
117346,satisfied
89174,neutral or dissatisfied
39021,satisfied
92732,satisfied
108774,satisfied
82501,satisfied
114208,neutral or dissatisfied
5477,satisfied
119517,neutral or dissatisfied
57600,satisfied
97235,satisfied
18710,neutral or dissatisfied
31402,neutral or dissatisfied
35925,satisfied
129440,neutral or dissatisfied
61073,neutral or dissatisfied
40094,satisfied
123871,satisfied
65585,neutral or dissatisfied
50445,neutral or dissatisfied
1069,satisfied
5820,satisfied
66506,satisfied
14350,neutral or dissatisfied
75068,neutral or dissatisfied
48256,neutral or dissatisfied
58257,satisfied
64627,satisfied
116970,satisfied
5415,neutral or dissatisfied
121347,satisfied
56440,satisfied
19260,satisfied
60758,neutral or dissatisfied
22927,neutral or dissatisfied
110411,neutral or dissatisfied
5433,satisfied
87005,neutral or dissatisfied
29249,neutral or dissatisfied
1417,neutral or dissatisfied
84461,neutral or dissatisfied
7692,neutral or dissatisfied
67523,satisfied
103777,satisfied
44790,neutral or dissatisfied
104793,satisfied
60384,satisfied
121177,neutral or dissatisfied
114388,satisfied
54179,satisfied
65675,satisfied
5520,satisfied
104675,neutral or dissatisfied
90700,satisfied
34502,neutral or dissatisfied
4147,neutral or dissatisfied
46759,neutral or dissatisfied
13486,satisfied
4046,neutral or dissatisfied
22687,neutral or dissatisfied
3112,neutral or dissatisfied
44229,satisfied
11000,satisfied
70951,neutral or dissatisfied
65661,satisfied
119931,satisfied
138,satisfied
94445,satisfied
95080,neutral or dissatisfied
66509,satisfied
46148,neutral or dissatisfied
129523,neutral or dissatisfied
116015,neutral or dissatisfied
92305,satisfied
98511,satisfied
54715,satisfied
94651,neutral or dissatisfied
56413,satisfied
96232,neutral or dissatisfied
46360,satisfied
126814,satisfied
102274,satisfied
80086,neutral or dissatisfied
120458,neutral or dissatisfied
75662,satisfied
28156,neutral or dissatisfied
121124,satisfied
52545,satisfied
86244,neutral or dissatisfied
122491,neutral or dissatisfied
115664,satisfied
12456,satisfied
26676,neutral or dissatisfied
114569,neutral or dissatisfied
15708,neutral or dissatisfied
113939,satisfied
26945,satisfied
118721,neutral or dissatisfied
53848,satisfied
127486,neutral or dissatisfied
105239,neutral or dissatisfied
90026,satisfied
21800,neutral or dissatisfied
3018,neutral or dissatisfied
114490,neutral or dissatisfied
106102,satisfied
76869,neutral or dissatisfied
49342,neutral or dissatisfied
110630,neutral or dissatisfied
51292,satisfied
115831,neutral or dissatisfied
69264,neutral or dissatisfied
81719,satisfied
78327,satisfied
4239,neutral or dissatisfied
29453,neutral or dissatisfied
16509,neutral or dissatisfied
86158,satisfied
43979,satisfied
49740,neutral or dissatisfied
98794,neutral or dissatisfied
80258,satisfied
49332,neutral or dissatisfied
59744,satisfied
3554,satisfied
87962,satisfied
50354,neutral or dissatisfied
110218,satisfied
31703,neutral or dissatisfied
59350,satisfied
7263,neutral or dissatisfied
76884,satisfied
41670,neutral or dissatisfied
82255,satisfied
70629,neutral or dissatisfied
3785,satisfied
39226,satisfied
61848,neutral or dissatisfied
56759,satisfied
99385,satisfied
66166,satisfied
110249,neutral or dissatisfied
113099,neutral or dissatisfied
58049,satisfied
76820,satisfied
44464,neutral or dissatisfied
120017,neutral or dissatisfied
110531,satisfied
13552,satisfied
105454,neutral or dissatisfied
48643,satisfied
33635,neutral or dissatisfied
69872,neutral or dissatisfied
59780,neutral or dissatisfied
69159,satisfied
98545,neutral or dissatisfied
44619,satisfied
78486,satisfied
14990,satisfied
62932,satisfied
113036,satisfied
99325,neutral or dissatisfied
90897,neutral or dissatisfied
66218,satisfied
72201,satisfied
12075,satisfied
4947,satisfied
91596,neutral or dissatisfied
81954,satisfied
7809,neutral or dissatisfied
56291,neutral or dissatisfied
79470,neutral or dissatisfied
114190,satisfied
101898,neutral or dissatisfied
77436,neutral or dissatisfied
14018,neutral or dissatisfied
81398,neutral or dissatisfied
7299,satisfied
66801,neutral or dissatisfied
36694,neutral or dissatisfied
28638,neutral or dissatisfied
46895,satisfied
32448,neutral or dissatisfied
89188,neutral or dissatisfied
42156,neutral or dissatisfied
1139,neutral or dissatisfied
77315,satisfied
88178,neutral or dissatisfied
63409,satisfied
93447,neutral or dissatisfied
103494,satisfied
117768,neutral or dissatisfied
110082,satisfied
77993,neutral or dissatisfied
34388,satisfied
101818,neutral or dissatisfied
58078,neutral or dissatisfied
129140,satisfied
75784,neutral or dissatisfied
48366,neutral or dissatisfied
79088,neutral or dissatisfied
53049,neutral or dissatisfied
6469,neutral or dissatisfied
16952,satisfied
13115,neutral or dissatisfied
15678,neutral or dissatisfied
127120,neutral or dissatisfied
115843,satisfied
29761,satisfied
87003,satisfied
25541,neutral or dissatisfied
85446,neutral or dissatisfied
30139,neutral or dissatisfied
87157,neutral or dissatisfied
2953,satisfied
26201,neutral or dissatisfied
97266,neutral or dissatisfied
44816,satisfied
93522,satisfied
109004,satisfied
92640,neutral or dissatisfied
38822,neutral or dissatisfied
16313,neutral or dissatisfied
128965,neutral or dissatisfied
114809,satisfied
45044,satisfied
63741,neutral or dissatisfied
122126,neutral or dissatisfied
86367,satisfied
78884,neutral or dissatisfied
70317,satisfied
108563,neutral or dissatisfied
62154,satisfied
77189,neutral or dissatisfied
50502,satisfied
66465,neutral or dissatisfied
93438,satisfied
9080,neutral or dissatisfied
65239,neutral or dissatisfied
122753,neutral or dissatisfied
53057,neutral or dissatisfied
93816,satisfied
30393,neutral or dissatisfied
38328,satisfied
38625,neutral or dissatisfied
13796,neutral or dissatisfied
54872,satisfied
102079,satisfied
86372,neutral or dissatisfied
17611,neutral or dissatisfied
124636,neutral or dissatisfied
102543,neutral or dissatisfied
62574,neutral or dissatisfied
8040,satisfied
100905,neutral or dissatisfied
63053,neutral or dissatisfied
16866,neutral or dissatisfied
79661,neutral or dissatisfied
27676,satisfied
7057,satisfied
36480,satisfied
63323,satisfied
47105,neutral or dissatisfied
40957,satisfied
15509,neutral or dissatisfied
40075,neutral or dissatisfied
61288,neutral or dissatisfied
117364,satisfied
71185,satisfied
28356,satisfied
59970,neutral or dissatisfied
107505,satisfied
12679,neutral or dissatisfied
93481,satisfied
100655,satisfied
19505,neutral or dissatisfied
94847,neutral or dissatisfied
25361,satisfied
10043,satisfied
42498,satisfied
120122,neutral or dissatisfied
105823,neutral or dissatisfied
31065,neutral or dissatisfied
40082,neutral or dissatisfied
27163,satisfied
80960,satisfied
24061,neutral or dissatisfied
42986,satisfied
110367,satisfied
94670,satisfied
18819,neutral or dissatisfied
11055,neutral or dissatisfied
81721,satisfied
83234,satisfied
109712,satisfied
87414,neutral or dissatisfied
109159,satisfied
107099,neutral or dissatisfied
125610,neutral or dissatisfied
28539,satisfied
80392,neutral or dissatisfied
88581,satisfied
129107,neutral or dissatisfied
89618,neutral or dissatisfied
74017,satisfied
15359,neutral or dissatisfied
33938,neutral or dissatisfied
1086,neutral or dissatisfied
60368,satisfied
72894,satisfied
67962,satisfied
58919,neutral or dissatisfied
78886,satisfied
127844,satisfied
12549,satisfied
12322,satisfied
104306,neutral or dissatisfied
109507,satisfied
26986,neutral or dissatisfied
102221,neutral or dissatisfied
56928,neutral or dissatisfied
128879,satisfied
77756,satisfied
34250,neutral or dissatisfied
7035,neutral or dissatisfied
5711,neutral or dissatisfied
17442,neutral or dissatisfied
90526,neutral or dissatisfied
16458,neutral or dissatisfied
44489,neutral or dissatisfied
88483,neutral or dissatisfied
18972,neutral or dissatisfied
2726,satisfied
50602,neutral or dissatisfied
78473,satisfied
124338,neutral or dissatisfied
94868,neutral or dissatisfied
39614,neutral or dissatisfied
67965,satisfied
65935,neutral or dissatisfied
21638,neutral or dissatisfied
6814,neutral or dissatisfied
86370,satisfied
87696,neutral or dissatisfied
73286,satisfied
76138,neutral or dissatisfied
22013,neutral or dissatisfied
36368,satisfied
103013,neutral or dissatisfied
104507,satisfied
78279,neutral or dissatisfied
24202,neutral or dissatisfied
108015,neutral or dissatisfied
56228,neutral or dissatisfied
19183,satisfied
31831,satisfied
105622,neutral or dissatisfied
52124,neutral or dissatisfied
16305,satisfied
102351,neutral or dissatisfied
82677,satisfied
22338,satisfied
67992,neutral or dissatisfied
58443,neutral or dissatisfied
99099,neutral or dissatisfied
123301,satisfied
83476,satisfied
114438,satisfied
16798,satisfied
120526,neutral or dissatisfied
4465,neutral or dissatisfied
32255,neutral or dissatisfied
8582,neutral or dissatisfied
81473,neutral or dissatisfied
13000,satisfied
32018,satisfied
95572,satisfied
125700,satisfied
89971,neutral or dissatisfied
15036,satisfied
1127,neutral or dissatisfied
129146,neutral or dissatisfied
49939,satisfied
123255,neutral or dissatisfied
53831,satisfied
27441,neutral or dissatisfied
3164,neutral or dissatisfied
122098,neutral or dissatisfied
25131,satisfied
100585,neutral or dissatisfied
105718,neutral or dissatisfied
26234,neutral or dissatisfied
10528,satisfied
67682,neutral or dissatisfied
79624,satisfied
106839,neutral or dissatisfied
72795,neutral or dissatisfied
103739,neutral or dissatisfied
23262,neutral or dissatisfied
108238,satisfied
86480,neutral or dissatisfied
107806,neutral or dissatisfied
42463,satisfied
86528,neutral or dissatisfied
25874,satisfied
29722,satisfied
35804,neutral or dissatisfied
40404,neutral or dissatisfied
129510,neutral or dissatisfied
120991,neutral or dissatisfied
98950,neutral or dissatisfied
30614,satisfied
105261,satisfied
13931,neutral or dissatisfied
113378,neutral or dissatisfied
92833,neutral or dissatisfied
8906,neutral or dissatisfied
15165,satisfied
36091,neutral or dissatisfied
16793,satisfied
16871,neutral or dissatisfied
79345,neutral or dissatisfied
26134,neutral or dissatisfied
28093,satisfied
72825,neutral or dissatisfied
45342,neutral or dissatisfied
14202,neutral or dissatisfied
57200,satisfied
74012,satisfied
72563,neutral or dissatisfied
3848,neutral or dissatisfied
48058,neutral or dissatisfied
20512,neutral or dissatisfied
3909,neutral or dissatisfied
68850,satisfied
38079,neutral or dissatisfied
108049,neutral or dissatisfied
63203,satisfied
25099,neutral or dissatisfied
59541,satisfied
25342,neutral or dissatisfied
43458,neutral or dissatisfied
56661,neutral or dissatisfied
106472,neutral or dissatisfied
64415,neutral or dissatisfied
31723,neutral or dissatisfied
25765,neutral or dissatisfied
49351,neutral or dissatisfied
92642,satisfied
7963,neutral or dissatisfied
30658,neutral or dissatisfied
103641,satisfied
10343,satisfied
118879,neutral or dissatisfied
40210,satisfied
45864,neutral or dissatisfied
13928,satisfied
28427,neutral or dissatisfied
59456,neutral or dissatisfied
38104,neutral or dissatisfied
62760,neutral or dissatisfied
71543,neutral or dissatisfied
32319,satisfied
84340,satisfied
26149,neutral or dissatisfied
15681,neutral or dissatisfied
116461,neutral or dissatisfied
60756,neutral or dissatisfied
52976,satisfied
10755,satisfied
6628,neutral or dissatisfied
46687,neutral or dissatisfied
80983,satisfied
76240,neutral or dissatisfied
120091,satisfied
69253,satisfied
124076,neutral or dissatisfied
58787,neutral or dissatisfied
99167,neutral or dissatisfied
94259,neutral or dissatisfied
35993,satisfied
75006,neutral or dissatisfied
105593,satisfied
12481,satisfied
56567,satisfied
108925,neutral or dissatisfied
81524,satisfied
83192,satisfied
61675,neutral or dissatisfied
45995,neutral or dissatisfied
41076,neutral or dissatisfied
10279,satisfied
61517,neutral or dissatisfied
34063,neutral or dissatisfied
125556,satisfied
124264,satisfied
94662,satisfied
96644,satisfied
42687,neutral or dissatisfied
13614,neutral or dissatisfied
79138,satisfied
101144,neutral or dissatisfied
6234,satisfied
91,neutral or dissatisfied
86509,neutral or dissatisfied
114949,satisfied
85816,neutral or dissatisfied
88426,neutral or dissatisfied
105302,satisfied
76965,neutral or dissatisfied
127796,satisfied
98198,neutral or dissatisfied
20077,neutral or dissatisfied
22883,neutral or dissatisfied
36194,satisfied
40855,neutral or dissatisfied
50967,neutral or dissatisfied
20651,satisfied
19450,satisfied
80813,satisfied
92582,satisfied
106468,neutral or dissatisfied
6349,satisfied
43695,neutral or dissatisfied
85932,satisfied
6446,neutral or dissatisfied
82714,neutral or dissatisfied
56328,satisfied
93636,neutral or dissatisfied
73755,neutral or dissatisfied
4968,satisfied
107116,satisfied
55596,satisfied
56517,satisfied
88320,satisfied
77636,satisfied
9011,satisfied
84401,neutral or dissatisfied
82014,neutral or dissatisfied
59641,satisfied
101894,satisfied
58813,neutral or dissatisfied
55349,neutral or dissatisfied
7517,satisfied
83091,neutral or dissatisfied
117825,neutral or dissatisfied
85144,neutral or dissatisfied
120082,satisfied
102133,satisfied
55731,satisfied
53216,neutral or dissatisfied
25576,satisfied
79359,satisfied
126802,satisfied
22478,satisfied
96416,neutral or dissatisfied
43118,neutral or dissatisfied
116402,neutral or dissatisfied
15083,neutral or dissatisfied
97268,neutral or dissatisfied
28818,satisfied
13469,neutral or dissatisfied
34775,neutral or dissatisfied
22129,neutral or dissatisfied
124561,satisfied
27487,satisfied
17626,satisfied
2009,neutral or dissatisfied
22401,satisfied
55424,neutral or dissatisfied
95532,neutral or dissatisfied
81750,satisfied
38269,neutral or dissatisfied
10708,satisfied
52488,neutral or dissatisfied
74334,satisfied
53437,satisfied
105213,satisfied
113411,neutral or dissatisfied
128473,neutral or dissatisfied
22789,satisfied
29973,neutral or dissatisfied
47974,neutral or dissatisfied
73682,neutral or dissatisfied
101425,satisfied
120574,neutral or dissatisfied
15412,satisfied
28560,neutral or dissatisfied
100458,satisfied
77583,satisfied
24865,neutral or dissatisfied
75612,neutral or dissatisfied
70385,satisfied
103277,neutral or dissatisfied
87290,satisfied
42302,neutral or dissatisfied
22932,satisfied
109158,neutral or dissatisfied
71943,satisfied
42508,neutral or dissatisfied
56050,neutral or dissatisfied
7059,satisfied
106942,satisfied
17486,satisfied
96653,neutral or dissatisfied
76787,satisfied
31605,neutral or dissatisfied
111005,satisfied
126084,satisfied
8621,satisfied
1689,neutral or dissatisfied
99307,neutral or dissatisfied
48284,neutral or dissatisfied
4590,neutral or dissatisfied
116497,neutral or dissatisfied
60126,satisfied
56993,neutral or dissatisfied
71669,neutral or dissatisfied
96389,satisfied
97252,neutral or dissatisfied
27767,neutral or dissatisfied
86620,satisfied
86485,neutral or dissatisfied
113271,satisfied
75779,neutral or dissatisfied
3301,satisfied
109957,neutral or dissatisfied
51117,neutral or dissatisfied
23122,satisfied
114912,satisfied
39572,neutral or dissatisfied
66897,satisfied
51988,neutral or dissatisfied
86555,satisfied
41747,satisfied
91722,satisfied
70079,satisfied
16667,neutral or dissatisfied
49222,satisfied
66703,satisfied
10052,neutral or dissatisfied
107610,neutral or dissatisfied
100515,neutral or dissatisfied
60188,neutral or dissatisfied
71,neutral or dissatisfied
37867,neutral or dissatisfied
65803,satisfied
34355,neutral or dissatisfied
106462,satisfied
23326,neutral or dissatisfied
82503,satisfied
125426,neutral or dissatisfied
57688,satisfied
86179,neutral or dissatisfied
99271,satisfied
34036,neutral or dissatisfied
33027,neutral or dissatisfied
22907,neutral or dissatisfied
67353,neutral or dissatisfied
117167,neutral or dissatisfied
58807,neutral or dissatisfied
117249,neutral or dissatisfied
31112,satisfied
75649,neutral or dissatisfied
10663,satisfied
20601,neutral or dissatisfied
86062,neutral or dissatisfied
17187,neutral or dissatisfied
6255,neutral or dissatisfied
128477,neutral or dissatisfied
125937,neutral or dissatisfied
83638,satisfied
112060,neutral or dissatisfied
27302,satisfied
90945,neutral or dissatisfied
82528,neutral or dissatisfied
102886,satisfied
52270,satisfied
105162,neutral or dissatisfied
65021,neutral or dissatisfied
24092,satisfied
42990,satisfied
31687,neutral or dissatisfied
128382,satisfied
124928,neutral or dissatisfied
94776,neutral or dissatisfied
126921,neutral or dissatisfied
9785,neutral or dissatisfied
87892,neutral or dissatisfied
107556,neutral or dissatisfied
41604,neutral or dissatisfied
57444,neutral or dissatisfied
124173,neutral or dissatisfied
82483,satisfied
57749,neutral or dissatisfied
73744,neutral or dissatisfied
105940,neutral or dissatisfied
67699,neutral or dissatisfied
5411,satisfied
6258,neutral or dissatisfied
46291,neutral or dissatisfied
18765,satisfied
11774,neutral or dissatisfied
55466,neutral or dissatisfied
35223,neutral or dissatisfied
36377,satisfied
117007,satisfied
51580,neutral or dissatisfied
38975,satisfied
112901,neutral or dissatisfied
43685,satisfied
111370,satisfied
95366,neutral or dissatisfied
25210,neutral or dissatisfied
49501,neutral or dissatisfied
4372,neutral or dissatisfied
14593,neutral or dissatisfied
101955,neutral or dissatisfied
108627,satisfied
19003,satisfied
41331,neutral or dissatisfied
9660,satisfied
28803,satisfied
122741,satisfied
27834,neutral or dissatisfied
38821,neutral or dissatisfied
93752,neutral or dissatisfied
38811,neutral or dissatisfied
27907,satisfied
19155,neutral or dissatisfied
30851,satisfied
113454,neutral or dissatisfied
102441,neutral or dissatisfied
77426,neutral or dissatisfied
55607,satisfied
115530,satisfied
53122,neutral or dissatisfied
8308,satisfied
95650,neutral or dissatisfied
4085,neutral or dissatisfied
23546,satisfied
83309,satisfied
125339,neutral or dissatisfied
114397,satisfied
55323,neutral or dissatisfied
112675,satisfied
124763,satisfied
95642,neutral or dissatisfied
65055,neutral or dissatisfied
29867,satisfied
109986,neutral or dissatisfied
68645,satisfied
7798,neutral or dissatisfied
69403,neutral or dissatisfied
74079,satisfied
102064,neutral or dissatisfied
125142,neutral or dissatisfied
28113,satisfied
81956,satisfied
124117,satisfied
69058,neutral or dissatisfied
22972,neutral or dissatisfied
44862,neutral or dissatisfied
94586,satisfied
20868,satisfied
32774,neutral or dissatisfied
114220,neutral or dissatisfied
66340,satisfied
10639,satisfied
79297,satisfied
60481,neutral or dissatisfied
9267,satisfied
8208,satisfied
112738,neutral or dissatisfied
125126,neutral or dissatisfied
20532,neutral or dissatisfied
85974,satisfied
42916,satisfied
89015,neutral or dissatisfied
16717,neutral or dissatisfied
120762,neutral or dissatisfied
31118,neutral or dissatisfied
95345,neutral or dissatisfied
71765,neutral or dissatisfied
8489,satisfied
91762,neutral or dissatisfied
111002,satisfied
19100,satisfied
31278,neutral or dissatisfied
71646,neutral or dissatisfied
104729,satisfied
69733,neutral or dissatisfied
126481,satisfied
13016,satisfied
117432,satisfied
110063,neutral or dissatisfied
39672,neutral or dissatisfied
98937,satisfied
26051,neutral or dissatisfied
58888,satisfied
77030,neutral or dissatisfied
36110,neutral or dissatisfied
51204,satisfied
89667,neutral or dissatisfied
92846,neutral or dissatisfied
97247,satisfied
51465,satisfied
116353,neutral or dissatisfied
69475,neutral or dissatisfied
128951,neutral or dissatisfied
15580,satisfied
38458,satisfied
88958,neutral or dissatisfied
118669,neutral or dissatisfied
5423,neutral or dissatisfied
94957,satisfied
117477,satisfied
1856,satisfied
86327,neutral or dissatisfied
17156,neutral or dissatisfied
23796,neutral or dissatisfied
20168,satisfied
60753,satisfied
103261,neutral or dissatisfied
87172,neutral or dissatisfied
107830,neutral or dissatisfied
17139,neutral or dissatisfied
24449,satisfied
58723,neutral or dissatisfied
24792,neutral or dissatisfied
31544,satisfied
86218,satisfied
102544,neutral or dissatisfied
91236,neutral or dissatisfied
113812,neutral or dissatisfied
23790,satisfied
37918,neutral or dissatisfied
25705,satisfied
126495,neutral or dissatisfied
107424,neutral or dissatisfied
124453,satisfied
82693,satisfied
113272,satisfied
57670,neutral or dissatisfied
91005,satisfied
13919,satisfied
117905,satisfied
852,neutral or dissatisfied
117084,neutral or dissatisfied
124169,neutral or dissatisfied
101219,neutral or dissatisfied
46658,neutral or dissatisfied
80296,satisfied
100830,satisfied
108426,satisfied
117023,neutral or dissatisfied
21092,neutral or dissatisfied
89215,neutral or dissatisfied
82429,satisfied
41248,neutral or dissatisfied
15931,neutral or dissatisfied
106535,satisfied
60440,satisfied
124060,satisfied
106406,neutral or dissatisfied
48669,satisfied
40127,neutral or dissatisfied
94793,neutral or dissatisfied
129816,neutral or dissatisfied
71138,neutral or dissatisfied
97384,neutral or dissatisfied
8002,neutral or dissatisfied
3849,satisfied
14091,neutral or dissatisfied
19156,satisfied
35807,neutral or dissatisfied
88412,neutral or dissatisfied
115485,satisfied
23178,neutral or dissatisfied
121121,neutral or dissatisfied
51717,neutral or dissatisfied
41226,neutral or dissatisfied
119288,satisfied
104711,satisfied
41521,satisfied
90478,satisfied
16431,satisfied
31243,satisfied
128002,neutral or dissatisfied
94292,neutral or dissatisfied
45989,neutral or dissatisfied
84424,neutral or dissatisfied
81757,neutral or dissatisfied
21698,neutral or dissatisfied
7888,neutral or dissatisfied
108941,neutral or dissatisfied
81044,satisfied
65258,neutral or dissatisfied
104715,neutral or dissatisfied
60930,satisfied
126886,neutral or dissatisfied
100936,satisfied
43821,neutral or dissatisfied
43549,neutral or dissatisfied
72877,neutral or dissatisfied
26550,neutral or dissatisfied
8173,neutral or dissatisfied
51275,satisfied
65609,neutral or dissatisfied
46020,satisfied
104750,satisfied
13858,neutral or dissatisfied
54764,neutral or dissatisfied
46767,neutral or dissatisfied
16617,neutral or dissatisfied
119030,neutral or dissatisfied
15732,neutral or dissatisfied
91936,satisfied
41570,neutral or dissatisfied
110296,satisfied
45155,satisfied
112683,satisfied
14230,satisfied
7013,neutral or dissatisfied
61955,neutral or dissatisfied
3102,neutral or dissatisfied
100437,satisfied
114370,neutral or dissatisfied
125563,neutral or dissatisfied
183,neutral or dissatisfied
68427,satisfied
52650,neutral or dissatisfied
77717,neutral or dissatisfied
68565,satisfied
12274,satisfied
25267,neutral or dissatisfied
114512,neutral or dissatisfied
1921,satisfied
27651,neutral or dissatisfied
89120,satisfied
63276,neutral or dissatisfied
112338,satisfied
104510,satisfied
14979,satisfied
25231,satisfied
62569,neutral or dissatisfied
107302,neutral or dissatisfied
23888,neutral or dissatisfied
97256,neutral or dissatisfied
29839,satisfied
13028,neutral or dissatisfied
27138,satisfied
74302,neutral or dissatisfied
40960,satisfied
10368,satisfied
103895,neutral or dissatisfied
46778,neutral or dissatisfied
16358,satisfied
31328,neutral or dissatisfied
76462,neutral or dissatisfied
107177,satisfied
14922,satisfied
78609,satisfied
55761,satisfied
63325,satisfied
42944,neutral or dissatisfied
126173,satisfied
59458,satisfied
49650,neutral or dissatisfied
30126,neutral or dissatisfied
67899,neutral or dissatisfied
45349,neutral or dissatisfied
12651,neutral or dissatisfied
20387,neutral or dissatisfied
6009,neutral or dissatisfied
102892,satisfied
14705,satisfied
95939,neutral or dissatisfied
50190,neutral or dissatisfied
79247,satisfied
15942,neutral or dissatisfied
2925,neutral or dissatisfied
25402,satisfied
90214,neutral or dissatisfied
59587,satisfied
49397,satisfied
62947,satisfied
90379,satisfied
6769,neutral or dissatisfied
4796,neutral or dissatisfied
47075,neutral or dissatisfied
116863,neutral or dissatisfied
6650,neutral or dissatisfied
85137,neutral or dissatisfied
13900,neutral or dissatisfied
67221,neutral or dissatisfied
42829,satisfied
59994,neutral or dissatisfied
120135,satisfied
39332,neutral or dissatisfied
59871,satisfied
57958,satisfied
9288,neutral or dissatisfied
29173,neutral or dissatisfied
28702,neutral or dissatisfied
19672,neutral or dissatisfied
1570,satisfied
86224,neutral or dissatisfied
105274,satisfied
16444,neutral or dissatisfied
48745,satisfied
57813,neutral or dissatisfied
128394,neutral or dissatisfied
60120,neutral or dissatisfied
45520,satisfied
112144,satisfied
12895,neutral or dissatisfied
92929,neutral or dissatisfied
124753,neutral or dissatisfied
121008,neutral or dissatisfied
39158,satisfied
97821,neutral or dissatisfied
57903,neutral or dissatisfied
69071,satisfied
102002,satisfied
68738,satisfied
59881,satisfied
74449,satisfied
107045,neutral or dissatisfied
128070,satisfied
63798,neutral or dissatisfied
3578,neutral or dissatisfied
86996,neutral or dissatisfied
83440,neutral or dissatisfied
25370,neutral or dissatisfied
39434,neutral or dissatisfied
48560,neutral or dissatisfied
105293,satisfied
82717,neutral or dissatisfied
99067,satisfied
2606,neutral or dissatisfied
62381,satisfied
108769,satisfied
779,satisfied
89441,neutral or dissatisfied
57302,neutral or dissatisfied
113181,neutral or dissatisfied
79198,satisfied
11919,neutral or dissatisfied
84572,neutral or dissatisfied
44473,neutral or dissatisfied
6994,neutral or dissatisfied
1573,neutral or dissatisfied
49925,satisfied
97390,neutral or dissatisfied
33511,satisfied
102290,satisfied
120965,satisfied
86771,satisfied
41572,neutral or dissatisfied
21892,neutral or dissatisfied
7031,neutral or dissatisfied
88468,neutral or dissatisfied
4547,neutral or dissatisfied
67331,satisfied
100294,satisfied
125478,neutral or dissatisfied
97871,satisfied
120094,satisfied
57888,satisfied
91143,neutral or dissatisfied
34231,neutral or dissatisfied
15932,satisfied
125078,satisfied
75738,neutral or dissatisfied
120891,satisfied
72777,satisfied
112648,neutral or dissatisfied
99011,neutral or dissatisfied
56952,neutral or dissatisfied
102740,neutral or dissatisfied
19567,neutral or dissatisfied
40679,satisfied
98483,satisfied
27307,neutral or dissatisfied
123416,neutral or dissatisfied
81335,satisfied
92795,neutral or dissatisfied
17960,neutral or dissatisfied
38790,neutral or dissatisfied
117202,neutral or dissatisfied
86095,neutral or dissatisfied
89164,neutral or dissatisfied
95006,satisfied
14632,satisfied
10074,satisfied
13412,satisfied
88898,neutral or dissatisfied
68810,neutral or dissatisfied
92599,neutral or dissatisfied
11511,neutral or dissatisfied
129268,satisfied
2612,neutral or dissatisfied
48757,neutral or dissatisfied
17724,neutral or dissatisfied
47389,neutral or dissatisfied
41315,neutral or dissatisfied
13775,neutral or dissatisfied
30017,neutral or dissatisfied
8348,neutral or dissatisfied
83994,neutral or dissatisfied
35944,satisfied
107143,satisfied
15475,neutral or dissatisfied
129346,neutral or dissatisfied
121291,satisfied
58469,satisfied
52791,neutral or dissatisfied
85923,satisfied
86358,satisfied
48660,satisfied
121560,neutral or dissatisfied
76339,satisfied
23028,satisfied
66643,satisfied
89968,neutral or dissatisfied
98140,neutral or dissatisfied
126947,satisfied
62993,neutral or dissatisfied
100498,neutral or dissatisfied
58544,neutral or dissatisfied
52529,satisfied
117284,neutral or dissatisfied
43187,neutral or dissatisfied
54058,neutral or dissatisfied
72568,neutral or dissatisfied
1048,neutral or dissatisfied
123183,satisfied
68908,neutral or dissatisfied
1095,neutral or dissatisfied
44194,neutral or dissatisfied
51293,satisfied
90376,satisfied
72510,satisfied
52169,satisfied
25350,neutral or dissatisfied
64957,neutral or dissatisfied
121661,satisfied
2052,satisfied
44600,neutral or dissatisfied
17497,neutral or dissatisfied
44058,neutral or dissatisfied
124184,satisfied
120686,neutral or dissatisfied
57804,satisfied
13457,neutral or dissatisfied
118464,satisfied
115717,neutral or dissatisfied
23690,neutral or dissatisfied
101024,neutral or dissatisfied
20679,neutral or dissatisfied
52000,neutral or dissatisfied
65794,neutral or dissatisfied
76896,neutral or dissatisfied
105374,satisfied
7820,satisfied
63316,neutral or dissatisfied
13883,satisfied
112544,neutral or dissatisfied
57823,satisfied
107859,neutral or dissatisfied
52486,neutral or dissatisfied
87133,neutral or dissatisfied
91535,satisfied
88802,satisfied
35153,neutral or dissatisfied
3986,satisfied
54101,satisfied
70324,satisfied
103138,satisfied
75884,satisfied
115117,satisfied
107759,neutral or dissatisfied
74263,satisfied
123920,neutral or dissatisfied
119918,neutral or dissatisfied
95814,satisfied
49525,satisfied
18426,neutral or dissatisfied
8027,neutral or dissatisfied
79844,neutral or dissatisfied
111787,neutral or dissatisfied
74869,neutral or dissatisfied
91238,neutral or dissatisfied
69909,neutral or dissatisfied
57208,satisfied
124743,neutral or dissatisfied
110871,satisfied
109493,satisfied
43705,neutral or dissatisfied
50719,neutral or dissatisfied
86934,satisfied
40821,neutral or dissatisfied
112271,satisfied
97305,satisfied
116864,neutral or dissatisfied
109895,neutral or dissatisfied
6745,satisfied
110764,satisfied
109668,neutral or dissatisfied
103606,neutral or dissatisfied
56301,neutral or dissatisfied
66474,neutral or dissatisfied
75048,satisfied
70073,neutral or dissatisfied
61750,neutral or dissatisfied
118214,satisfied
116543,neutral or dissatisfied
124683,satisfied
94023,satisfied
54316,neutral or dissatisfied
